Facility Name,Location Address,Location Address2,City,State,Zip Code,County,Region,Phone Number,Owner Name,Owner Type,Activity Desc,Activity Number,Active,East Coordinate,North Coordinate,Accuracy Code,Waste Types,Regulatory Status,Authorization Number,Authorization Issue Date,Expiration Date,Location
Tom McGinnis Excavating,78 1/2 Lake Street,,LeRoy,NY,14482,Genesee,8,5857686769,Thomas McGinnis,Private,Land application - septage - registration,[19L08],Yes,257174,4765843,,Septage,Registration,?,,,"{'human_address': '{""address"":""78 1/2 Lake Street"",""city"":""LeRoy"",""state"":""NY"",""zip"":""14482""}', 'latitude': '42.983154', 'longitude': '-77.992253', 'needs_recoding': False}"
Barefoot Septic & Sewer Inc,2920 Telephone Rd,,Caledonia,NY,14423,Livingston,8,5855384886,Scott Barefoot,Private,Land application - septage - registration,[26L19],Yes,272516,4755860,,,Registration,?26L21,2003-08-13T00:00:00,2008-08-12T00:00:00,"{'human_address': '{""address"":""2920 Telephone Rd"",""city"":""Caledonia"",""state"":""NY"",""zip"":""14423""}', 'latitude': '42.914483', 'longitude': '-77.869882', 'needs_recoding': False}"
Barefoot Septic & Sewer Inc,2920 Telephone Rd,,Caledonia,NY,14423,Livingston,8,5855384886,Scott Barefoot,Private,Land application - septage - registration,[26L17],Yes,262888,4755860,,,Registration,?26L21,2003-08-13T00:00:00,2008-08-12T00:00:00,"{'human_address': '{""address"":""2920 Telephone Rd"",""city"":""Caledonia"",""state"":""NY"",""zip"":""14423""}', 'latitude': '42.914483', 'longitude': '-77.869882', 'needs_recoding': False}"
Barefoot Septic & Sewer Inc,2920 Telephone Rd,,Caledonia,NY,14423,Livingston,8,5855384886,Scott Barefoot,Private,Land application - septage - registration,[26L24],Yes,263663,4756251,,,Registration,?,,,"{'human_address': '{""address"":""2920 Telephone Rd"",""city"":""Caledonia"",""state"":""NY"",""zip"":""14423""}', 'latitude': '42.914483', 'longitude': '-77.869882', 'needs_recoding': False}"
Barefoot Septic & Sewer Inc,2920 Telephone Rd,,Caledonia,NY,14423,Livingston,8,5855384886,Scott Barefoot,Private,Land application - septage - registration,[26L20],Yes,272516,4755860,,,Registration,?26L21,2003-08-13T00:00:00,2008-08-12T00:00:00,"{'human_address': '{""address"":""2920 Telephone Rd"",""city"":""Caledonia"",""state"":""NY"",""zip"":""14423""}', 'latitude': '42.914483', 'longitude': '-77.869882', 'needs_recoding': False}"
Barefoot Septic & Sewer Inc,2920 Telephone Rd,,Caledonia,NY,14423,Livingston,8,5855384886,Scott Barefoot,Private,Land application - septage - registration,[26L16],Yes,265699,4755214,,,Registration,?26L21,2003-08-13T00:00:00,2008-08-12T00:00:00,"{'human_address': '{""address"":""2920 Telephone Rd"",""city"":""Caledonia"",""state"":""NY"",""zip"":""14423""}', 'latitude': '42.914483', 'longitude': '-77.869882', 'needs_recoding': False}"
Barefoot Septic & Sewer Inc,2920 Telephone Rd,,Caledonia,NY,14423,Livingston,8,5855384886,Scott Barefoot,Private,Land application - septage - registration,[26L21],Yes,262888,4755860,1 - No accuracy stated,,Registration,?26L21,2003-08-13T00:00:00,2008-08-12T00:00:00,"{'human_address': '{""address"":""2920 Telephone Rd"",""city"":""Caledonia"",""state"":""NY"",""zip"":""14423""}', 'latitude': '42.914483', 'longitude': '-77.869882', 'needs_recoding': False}"
Barefoot Septic & Sewer Inc,2920 Telephone Rd,,Caledonia,NY,14423,Livingston,8,5855384886,Scott Barefoot,Private,Land application - septage - registration,[26L18],Yes,272516,4755860,,,Registration,?26L21,2003-08-13T00:00:00,2008-08-12T00:00:00,"{'human_address': '{""address"":""2920 Telephone Rd"",""city"":""Caledonia"",""state"":""NY"",""zip"":""14423""}', 'latitude': '42.914483', 'longitude': '-77.869882', 'needs_recoding': False}"
Wolfer's Septic Service,10252 Sandy Hill Road,Dansville Road (Stanley Neu Property - location),Dansville,NY,14437,Livingston,8,5853355100,Todd Wolfer,,Land application - septage - registration,[26L22],Yes,278941,4712981,1 - No accuracy stated,,Registration,?26L22,,,"{'human_address': '{""address"":""10252 Sandy Hill Road"",""city"":""Dansville"",""state"":""NY"",""zip"":""14437""}', 'latitude': '42.537964', 'longitude': '-77.689895', 'needs_recoding': False}"
Bailey Septic,3528 Gaines Basin Rd. - Bonafede Prop. (location),,Albion,NY,14411,Orleans,8,5856827756,Brian Bartlett,Private,Land application - septage - registration,[37L03],Yes,238236,4792900,4.3 - Utilization of Digital Orthophoto Quads,,Registration,?37l03,,,"{'human_address': '{""address"":""3528 Gaines Basin Rd. - Bonafede Prop. (location)"",""city"":""Albion"",""state"":""NY"",""zip"":""14411""}', 'latitude': '43.243044', 'longitude': '-78.223761', 'needs_recoding': False}"
Christ Septic Service,3243 Groth Road,,Holley,NY,14470,Orleans,8,5857375232,Lloyd H. Christ; Jr.,Private,Land application - septage - registration,[37L06],Yes,252981,4794303,1 - No accuracy stated,,Registration,?37L06,2012-06-01T00:00:00,,"{'human_address': '{""address"":""3243 Groth Road"",""city"":""Holley"",""state"":""NY"",""zip"":""14470""}', 'latitude': '43.260973', 'longitude': '-78.04628', 'needs_recoding': False}"
Jeff's Septic Service,Newton Rd.,,Burdett,NY,14818,Schuyler,8,6075359530,Jeffrey P. Confer,Private,Land application - septage - registration,[49L10],Yes,335567,4698860,1 - No accuracy stated,,Registration,?49L10,,,
Wahl To Wahl Auto,568 State Highway 166,,Cooperstown,NY,13326,Otsego,4,6072867322,Anthony Wahl,Private,Motor vehicle repair shop - large - registration,[7052471],Yes,507185,4717141,,,Registration,?,,,"{'human_address': '{""address"":""568 State Highway 166"",""city"":""Cooperstown"",""state"":""NY"",""zip"":""13326""}', 'latitude': '42.605757', 'longitude': '-74.913671', 'needs_recoding': False}"
Brewer's Construction & Septic,3285 Center Rd.,,Ovid,NY,14521,Seneca,8,6078695096,Saramatt Greenway Farm LLC,Private,Land application - septage - registration,[50L05],Yes,349354,4726960,1 - No accuracy stated,,Registration,?50L05,2003-09-23T00:00:00,,"{'human_address': '{""address"":""3285 Center Rd."",""city"":""Ovid"",""state"":""NY"",""zip"":""14521""}', 'latitude': '42.672297', 'longitude': '-76.751365', 'needs_recoding': False}"
Brewer's Construction & Septic,3285 Center Rd.,,Ovid,NY,14521,Seneca,8,6078695096,Martin J Brewer,,Land application - septage - registration,[50G03],Yes,349354,4726960,,,Registration,?50G03,2007-04-16T00:00:00,,"{'human_address': '{""address"":""3285 Center Rd."",""city"":""Ovid"",""state"":""NY"",""zip"":""14521""}', 'latitude': '42.672297', 'longitude': '-76.751365', 'needs_recoding': False}"
John Champion Inc,8875 Route 89,,Interlaken,NY,14847,Seneca,8,6075324812,John Champion,Private,Land application - septage - registration,[50L07],Yes,361809,4717123,1 - No accuracy stated,,Registration,?50L07,,,"{'human_address': '{""address"":""8875 Route 89"",""city"":""Interlaken"",""state"":""NY"",""zip"":""14847""}', 'latitude': '42.593822', 'longitude': '-76.684132', 'needs_recoding': False}"
Dad's Septic Service Richard Wallace Trucking LLC,8420 Dininny Road,David Gee Farm; Dininny Rd - location,Addison,NY,14801,Steuben,8,6077698360,Richard Wallace,Private,Land application - septage - registration,[51L14],Yes,314545,4659917,1 - No accuracy stated,Septage,Registration,?51L14,2016-08-31T00:00:00,,"{'human_address': '{""address"":""8420 Dininny Road"",""city"":""Addison"",""state"":""NY"",""zip"":""14801""}', 'latitude': '42.112917', 'longitude': '-77.208685', 'needs_recoding': False}"
East's A-1 Septic Tank Service & Excavating Inc,3333 State Route 21,,Palmyra,NY,14522,Wayne,8,3159265597,Jeffrey T. East,Private,Land application - septage - registration,[59L18],Yes,320875,4777067,,,Registration,?59L18,2003-09-15T00:00:00,,"{'human_address': '{""address"":""3333 State Route 21"",""city"":""Palmyra"",""state"":""NY"",""zip"":""14522""}', 'latitude': '43.125196', 'longitude': '-77.201993', 'needs_recoding': False}"
Walter Pulcini Inc,2461 Quaker Road,,Palmyra,NY,14522,Wayne,8,3155979181,Kenneth Pulcini,Private,Land application - septage - registration,[59L24],Yes,315626,4770969,1 - No accuracy stated,,Registration,?59L24,2003-09-16T00:00:00,,"{'human_address': '{""address"":""2461 Quaker Road"",""city"":""Palmyra"",""state"":""NY"",""zip"":""14522""}', 'latitude': '43.063324', 'longitude': '-77.261832', 'needs_recoding': False}"
LaFever & Sons Site #1,2135 Route 305,,Cuba,NY,14727,Allegany,9,5859281259,S. Michael LaFever,Private,Land application - septage - registration,[02L07],Yes,345827,4708160,1 - No accuracy stated,Septage,Registration,?02L07,2003-04-01T00:00:00,,"{'human_address': '{""address"":""2135 Route 305"",""city"":""Cuba"",""state"":""NY"",""zip"":""14727""}', 'latitude': '42.09374', 'longitude': '-78.254535', 'needs_recoding': False}"
LaFever & Sons Site #2,2535 Route 305,,Cuba,NY,14727,Allegany,9,5859281259,S. Michael LaFever,Private,Land application - septage - registration,[02L08],Yes,230781,4665733,4.2.1 - Utilization of GIS and Facility Mapping System,Septage,Registration,?02L08,2003-04-01T00:00:00,,"{'human_address': '{""address"":""2535 Route 305"",""city"":""Cuba"",""state"":""NY"",""zip"":""14727""}', 'latitude': '42.110822', 'longitude': '-78.25003', 'needs_recoding': False}"
Grasslands Composting Facility,283 Smith Road,,Chateaugay,NY,12920,Franklin,5,5184976496,Casella Organics,Private,Land application - UFPW - registration,[17A30001],Yes,576615,4977537,4 - GIS Assisted,Sludge (Papermill),Registration,?17A30001,2018-11-06T00:00:00,2023-11-06T00:00:00,"{'human_address': '{""address"":""283 Smith Road"",""city"":""Chateaugay"",""state"":""NY"",""zip"":""12920""}', 'latitude': '44.945259', 'longitude': '-74.028679', 'needs_recoding': False}"
LeBarron Farm,CR 42 & 197,,Fort Edward,NY,12832,Washington,5,5187963988,New England Waste Services of ME; Inc. DBA Casella Organics,,Land application - UFPW - registration,[58A30002],Yes,618696,4791395,,Sludge (Papermill),Registration,?58A30002,2018-06-21T00:00:00,2023-04-23T00:00:00,
Millbrook Dairy Farm,383 Cooke Hollow Road,,Cambridge,NY,12816,Washington,5,5188596169,New England Waste Services of ME; Inc. DBA Casella Organics,,Land application - UFPW - registration,[58A30001],Yes,621444,4762391,,Sludge (Papermill),Registration,?58A30001,2018-06-21T00:00:00,2023-04-23T00:00:00,"{'human_address': '{""address"":""383 Cooke Hollow Road"",""city"":""Cambridge"",""state"":""NY"",""zip"":""12816""}', 'latitude': '43.003922', 'longitude': '-73.510443', 'needs_recoding': False}"
Ptacek Farm,Button Rd and Sawmill Rd,,Granville,NY,12832,Washington,5,5183830137,New England Waste Services of ME; Inc. DBA Casella Organics,,Land application - UFPW - registration,[58A30003],Yes,638397,4799573,,Sludge (Papermill),Registration,?58A30003,2018-06-21T00:00:00,2023-04-23T00:00:00,
Great Lakes Cheese of NY; Inc.,23 Phelps St,,Adams,NY,13605,Jefferson,6,3152325329,Great Lakes Cheese of NY Inc.,,Land application - UFPW - registration,[23A30004],Yes,417245,4851467,4.2.1 - Utilization of GIS and Facility Mapping System,Non-recognizable Food Processing Waste,Registration,?23A30004,2018-11-20T00:00:00,2023-11-19T00:00:00,"{'human_address': '{""address"":""23 Phelps St"",""city"":""Adams"",""state"":""NY"",""zip"":""13605""}', 'latitude': '43.811542', 'longitude': '-76.029216', 'needs_recoding': False}"
HP Hood; LLC,20700 NYS Rte 411,,LaFargeville,NY,13656,Jefferson,6,3156582221,HP Hood; LLC,,Land application - UFPW - registration,[23A30001],Yes,422780,4893863,4.3 - Utilization of Digital Orthophoto Quads,Non-recognizable Food Processing Waste,Registration,?23A30001,2018-06-19T00:00:00,2023-06-18T00:00:00,
Snyder Farm,8463 East Loop Road,,Port Byron,NY,13140,Cayuga,7,3157765356,Richard L Snyder,,Land application - UFPW - registration,[06A30026],Yes,362289,476609,4 - GIS Assisted,,Registration,?,,,"{'human_address': '{""address"":""8463 East Loop Road"",""city"":""Port Byron"",""state"":""NY"",""zip"":""13140""}', 'latitude': '43.028173', 'longitude': '-76.689079', 'needs_recoding': False}"
Snyder Farm,8463 East Loop Road,,Port Byron,NY,13140,Cayuga,7,3157765356,Richard L Snyder,,Land application - UFPW - registration,[06A30026],Yes,363390,4765270,4.2 - Utilization of GIS and existing spatial data,Non-recognizable Food Processing Waste,Registration,?06A30026,2018-11-28T00:00:00,2023-05-03T00:00:00,"{'human_address': '{""address"":""8463 East Loop Road"",""city"":""Port Byron"",""state"":""NY"",""zip"":""13140""}', 'latitude': '43.028173', 'longitude': '-76.689079', 'needs_recoding': False}"
JJ Alishauskas; Inc.,802 County Road 320,,Norwich,NY,13815,Chenango,7,6073366647,Dave Bohndorf,Private,Land application - UFPW - registration,[09A30011],Yes,461200,4714450,4.3 - Utilization of Digital Orthophoto Quads,Non-recognizable Food Processing Waste,Registration,?09A30011,2018-07-11T00:00:00,2023-05-03T00:00:00,"{'human_address': '{""address"":""802 County Road 320"",""city"":""Norwich"",""state"":""NY"",""zip"":""13815""}', 'latitude': '42.572697', 'longitude': '-75.48826', 'needs_recoding': False}"
Action Metal Co Inc,602 Willow Grove Road,,Stony Point,NY,10980,Rockland,3,8459472222,Action Metal Co Inc,,RHRF - exempt (non-VDF),[44M00],Yes,579879,4563718,,,,?,,,"{'human_address': '{""address"":""602 Willow Grove Road"",""city"":""Stony Point"",""state"":""NY"",""zip"":""10980""}', 'latitude': '41.220796', 'longitude': '-74.04627', 'needs_recoding': False}"
Postma Brothers; LLC,140 Spur St.,,New Berlin,NY,13411,Chenango,7,6078476809,James Postma,Private,Land application - UFPW - registration,[09A30019],Yes,473700,4725900,,Non-recognizable Food Processing Waste,Registration,?09A30019,2018-07-11T00:00:00,2023-05-03T00:00:00,"{'human_address': '{""address"":""140 Spur St."",""city"":""New Berlin"",""state"":""NY"",""zip"":""13411""}', 'latitude': '42.686097', 'longitude': '-75.333733', 'needs_recoding': False}"
O'Mara Farms,8275 State Route 13,,Canastota,NY,13032,Madison,7,3154474693,Paul O'Mara,Private,Land application - UFPW - registration,[27A30017],Yes,438001,4769163,4.1 - Address Matching,Non-recognizable Food Processing Waste;Manure,Registration,?27A30017,2018-05-15T00:00:00,2023-05-15T00:00:00,"{'human_address': '{""address"":""8275 State Route 13"",""city"":""Canastota"",""state"":""NY"",""zip"":""13032""}', 'latitude': '43.120451', 'longitude': '-75.731393', 'needs_recoding': False}"
Beak & Skiff Apple Farms Inc,4472 Cherry Valley Turnpike,,Lafayette,NY,13084,Onondaga,7,3156775105,Beak & Skiff Apple Farms Inc,Private,Land application - UFPW - registration,[34A30075],Yes,401101,4751068,4.2 - Utilization of GIS and existing spatial data,Non-recognizable Food Processing Waste,Registration,?34A30075,2018-08-15T00:00:00,2023-08-14T00:00:00,"{'human_address': '{""address"":""4472 Cherry Valley Turnpike"",""city"":""Lafayette"",""state"":""NY"",""zip"":""13084""}', 'latitude': '42.908865', 'longitude': '-76.212505', 'needs_recoding': False}"
Hi Vu Acres Land Application,3860 Batavia Elba Townline Rd.,,Oakfield,NY,14125,Genesee,8,5853441459,Hi-Vu Acres Properties; LLC,,Land application - UFPW - registration,[19A30001],Yes,237721,4770778,1 - No accuracy stated,Non-recognizable Food Processing Waste;Sludge (Papermill),Registration,?19A30001,2017-11-02T00:00:00,2022-11-01T00:00:00,"{'human_address': '{""address"":""3860 Batavia Elba Townline Rd."",""city"":""Oakfield"",""state"":""NY"",""zip"":""14125""}', 'latitude': '43.044257', 'longitude': '-78.226523', 'needs_recoding': False}"
Hainsworth Farms #26L29,6100 Logan Road,,Mt. Morris,NY,14510,Livingston,8,5857343264,Alan Hainsworth,,Land application - UFPW - registration,[26A30001],Yes,272016,4734031,1 - No accuracy stated,Non-recognizable Food Processing Waste;Sludge (Papermill),Registration,?26A30001,2018-06-15T00:00:00,2023-06-14T00:00:00,"{'human_address': '{""address"":""6100 Logan Road"",""city"":""Mt. Morris"",""state"":""NY"",""zip"":""14510""}', 'latitude': '42.724006', 'longitude': '-77.784598', 'needs_recoding': False}"
Hainsworth Farms #26L30,6100 Logan Road,,Mt. Morris,NY,14510,Livingston,8,5857343265,Alan Hainsworth,,Land application - UFPW - registration,[26A30002],Yes,272016,4734031,1 - No accuracy stated,Non-recognizable Food Processing Waste;Sludge (Papermill),Registration,?26A30002,2018-06-15T00:00:00,2023-06-14T00:00:00,"{'human_address': '{""address"":""6100 Logan Road"",""city"":""Mt. Morris"",""state"":""NY"",""zip"":""14510""}', 'latitude': '42.724006', 'longitude': '-77.784598', 'needs_recoding': False}"
Pod Squad LLC,3258 River Rd.,,Piffard,NY,14533,Livingston,8,5855848114,Pod Squad LLC,,Land application - UFPW - registration,[26A30003],Yes,251398,4749162,4.2 - Utilization of GIS and existing spatial data,Non-recognizable Food Processing Waste,Registration,?26A30003,2017-11-07T00:00:00,2022-11-06T00:00:00,"{'human_address': '{""address"":""3258 River Rd."",""city"":""Piffard"",""state"":""NY"",""zip"":""14533""}', 'latitude': '42.844028', 'longitude': '-77.859218', 'needs_recoding': False}"
Grist Iron Brewing LLC,4880 State Route 414,,Burdett,NY,14818,Schuyler,8,6078822739,Grist Iron Brewing LLC,Private,Land application - UFPW - registration,[49A30001],Yes,346544,4703680,4 - GIS Assisted,Non-recognizable Food Processing Waste,Registration,?49A30001,2017-11-18T00:00:00,2022-11-17T00:00:00,"{'human_address': '{""address"":""4880 State Route 414"",""city"":""Burdett"",""state"":""NY"",""zip"":""14818""}', 'latitude': '42.469962', 'longitude': '-76.867276', 'needs_recoding': False}"
Allocco Recycling Ltd (Kingsland Ave),540 Kingsland Avenue,,Brooklyn,NY,11222,Kings,2,7183493094,Michael Allocco,Private,RHRF - exempt (non-VDF),[24M00],Yes,589200,4509500,,,Exempt,?,,,"{'human_address': '{""address"":""540 Kingsland Avenue"",""city"":""Brooklyn"",""state"":""NY"",""zip"":""11222""}', 'latitude': '40.734571', 'longitude': '-73.944753', 'needs_recoding': False}"
HP Hood LLC Arkport Div.,25 Hurlbut St.,,Arkport,NY,14807,Steuben,8,6072958730,HP Hood LLC,,Land application - UFPW - registration,[51A30002],Yes,277716,4696978,4.3 - Utilization of Digital Orthophoto Quads,Non-recognizable Food Processing Waste,Registration,?51A30002,2017-11-29T00:00:00,2022-11-28T00:00:00,"{'human_address': '{""address"":""25 Hurlbut St."",""city"":""Arkport"",""state"":""NY"",""zip"":""14807""}', 'latitude': '42.393729', 'longitude': '-77.700723', 'needs_recoding': False}"
