Contract Identifier,Instrument Identifier,Channel of Origination,Date of Origination,Country of Origination,Asset Class,Loan Purpose,Product Type,Amortisation Type,Original Maturity Date,Current Maturity Date,Loan Currency,Origination Amount,Principal Balance,Accrued Interest Balance (On book),Total Balance,Original Interest Rate,Original Interest Rate Type,Current Interest Rate Type,Current Interest Rate Reference,Early Redemption Penalty,Last Payment Date,Last Payment Amount,Next Principal Scheduled Repayment Amount,Loan Status,Days in Past-Due,,,,
,ZLP27606,Broker,1/5/2014,Ireland,,Mortage,Loan,Linear,6/6/2045,6/5/2050,EUR,85000,83300,229.5,83529.5,,fixed,fixed,,0.03,7/26/2019,236.1111111,,non-performing,91,Not in MARP,,,8/30/2019
,ZLP27607,Branch,1/6/2014,Ireland,,Mortage,Loan,Linear,6/7/2045,6/5/2053,EUR,200000,190000,1156,191156,,mixed,fixed,,0.03,7/26/2019,555.5555556,,non-performing,95,ARA,5 years fixed then variable,,8/30/2019
,ZLP27608,Branch,1/7/2014,Ireland,,Mortage,Loan,Linear,6/8/2045,6/13/2045,EUR,150000,142500,750,143250,,fixed,fixed,,0.03,7/26/2019,416.6666667,,non-performing,97,ARA,,,8/30/2019
,ZLP27609,Web,1/8/2014,Ireland,,Mortage,Loan,Linear,6/9/2045,6/14/2045,EUR,136000,129200,367.2,129567.2,,fixed,fixed,,0.03,7/26/2019,377.7777778,,non-performing,93,ARA,,,8/30/2019
,ZLP27610,Broker,1/9/2014,Ireland,,Mortage,Loan,Linear,6/10/2045,6/15/2045,EUR,132714.2857,126078.5714,767.0885714,126845.66,,fixed,fixed,,0.03,7/26/2019,368.6507937,,non-performing,190,Not in MARP,,,8/30/2019
,ZLP27611,Branch,1/10/2014,Ireland,,Mortage,Loan,Linear,6/11/2045,6/16/2045,EUR,129428.5714,116485.7143,647.1428571,117132.8571,,fixed,fixed,,0.03,7/26/2019,359.5238095,,non-performing,90,Not in MARP,,,8/30/2019
,ZLP27612,Web,1/11/2014,Ireland,,Mortage,Loan,Linear,6/12/2045,6/17/2045,EUR,126142.8571,123620,21.44428571,123641.4443,,fixed,fixed,,0.03,7/26/2019,350.3968254,,non-performing,91,Not in MARP,,,8/30/2019
,ZLP27613,Broker,1/12/2014,Ireland,,Mortage,Loan,Linear,6/13/2045,6/18/2045,EUR,122857.1429,116714.2857,20.88571429,116735.1714,,fixed,fixed,,0.03,7/26/2019,341.2698413,,non-performing,95,Not in MARP,,,8/30/2019
,ZLP27614,Branch,1/13/2014,Ireland,,Mortage,Loan,Linear,6/14/2045,6/13/2051,EUR,119571.4286,107614.2857,20.32714286,107634.6129,,mixed,fixed,,0.03,7/26/2019,332.1428571,,non-performing,97,Not in MARP,5 years fixed then variable,,8/30/2019
,ZLP27615,Branch,1/14/2014,Ireland,,Mortage,Loan,Linear,6/15/2045,6/14/2050,EUR,116285.7143,113960,290.7142857,114250.7143,,fixed,fixed,,0.03,7/26/2019,323.015873,,non-performing,93,Not in MARP,,,8/30/2019
,ZLP27616,Web,1/15/2014,Ireland,,Mortage,Loan,Linear,6/16/2045,6/15/2050,EUR,200000,190000,540,190540,,fixed,fixed,,0.03,7/26/2019,0,,non-performing,320,Not in MARP,,,8/30/2019
,ZLP27617,Broker,1/16/2014,Ireland,,Mortage,Loan,Linear,6/17/2045,6/16/2050,EUR,150000,142500,867,143367,,fixed,fixed,,0.03,7/26/2019,416.6666667,,non-performing,90,Not in MARP,,,8/30/2019
,ZLP27618,Branch,1/17/2014,Ireland,,Mortage,Loan,Linear,6/18/2045,6/17/2050,EUR,100000,100020,500,100520,,mixed,fixed,,0.03,7/29/2019,277.7777778,,non-performing,91,Not in MARP,5 years fixed then variable,,8/30/2019
,ZLP27619,Web,1/18/2014,Ireland,,Mortage,Loan,Linear,6/19/2045,6/18/2050,EUR,85000,80750,14.45,80764.45,,fixed,fixed,,0.03,7/26/2019,236.1111111,,non-performing,95,Not in MARP,,,8/30/2019
,ZLP27620,Broker,1/19/2014,Ireland,,Mortage,Loan,Linear,6/20/2045,6/18/2053,EUR,200000,180000,1000,181000,,fixed,fixed,,0.03,7/26/2019,555.5555556,,non-performing,97,Not in MARP,,,8/30/2019
,ZLP27621,Branch,1/20/2014,Ireland,,Mortage,Loan,Linear,6/21/2045,6/26/2045,EUR,150000,147000,750,147750,,fixed,fixed,,0.03,7/26/2019,416.6666667,,non-performing,93,Not in MARP,,,8/30/2019
,ZLP27622,Branch,1/21/2014,Ireland,,Mortage,Loan,Linear,2/8/2045,2/13/2045,EUR,136000,129200,340,129540,,fixed,fixed,,0.03,7/26/2019,377.7777778,,non-performing,90,Not in MARP,,,8/30/2019
,ZLP27623,Web,1/22/2014,Ireland,,Mortage,Loan,Linear,2/9/2045,2/14/2045,EUR,132714.2857,126078.5714,358.3285714,126436.9,,fixed,fixed,,0.03,7/26/2019,368.6507937,,non-performing,92,Not in MARP,,,8/30/2019
,ZLP27624,Broker,1/23/2014,Ireland,,Mortage,Loan,Linear,2/10/2045,2/15/2045,EUR,129428.5714,122957.1429,748.0971429,123705.24,,fixed,fixed,,0.03,7/26/2019,359.5238095,,non-performing,300,ARA,,,8/30/2019
,ZLP27625,Branch,1/24/2014,Ireland,,Mortage,Loan,Linear,2/11/2045,2/16/2045,EUR,126142.8571,119835.7143,630.7142857,120466.4286,,fixed,fixed,,0.03,7/26/2019,350.3968254,,non-performing,90,Exited MARP,,,8/30/2019
,ZLP27626,Web,1/25/2014,Ireland,,Mortage,Loan,Linear,2/12/2045,2/17/2045,EUR,122857.1429,110571.4286,331.7142857,110903.1429,,fixed,fixed,,0.03,7/26/2019,341.2698413,,non-performing,91,Not in MARP,,,8/30/2019
,ZLP27627,Broker,1/26/2014,Ireland,,Mortage,Loan,Linear,2/13/2045,2/12/2051,EUR,119571.4286,117180,691.1228571,117871.1229,,fixed,fixed,,0.03,7/26/2019,332.1428571,,non-performing,95,ARA,,,8/30/2019
,ZLP27628,Branch,1/27/2014,Ireland,,Mortage,Loan,Linear,2/14/2045,2/13/2050,EUR,116285.7143,110471.4286,581.4285714,111052.8571,,fixed,fixed,,0.03,7/26/2019,323.015873,,non-performing,97,ARA,,,8/30/2019
,ZLP27629,Branch,1/28/2014,Ireland,,Mortage,Loan,Linear,2/15/2045,2/14/2050,EUR,150000,135000,25.5,135025.5,,fixed,fixed,,0.03,7/26/2019,416.6666667,,non-performing,93,ARA,,,8/30/2019
,ZLP27630,Web,1/29/2014,Ireland,,Mortage,Loan,Linear,2/16/2045,2/15/2050,EUR,100000,98000,17,98017,,fixed,fixed,,0.03,7/26/2019,277.7777778,,non-performing,198,Not in MARP,,,8/30/2019
,ZLP27631,Broker,1/30/2014,Ireland,,Mortage,Loan,Linear,2/17/2045,2/16/2050,EUR,85000,80750,14.45,80764.45,,fixed,fixed,,0.03,7/23/2019,236.1111111,,non-performing,90,Not in MARP,,,8/30/2019
,ZLP27632,Branch,1/31/2014,Ireland,,Mortage,Loan,Linear,2/18/2045,2/17/2050,EUR,200000,190000,500,190500,,mixed,fixed,,0.03,7/26/2019,555.5555556,,non-performing,91,Not in MARP,5 years fixed then variable,,8/30/2019
,ZLP27633,Web,2/1/2014,Ireland,,Mortage,Loan,Linear,2/19/2045,2/17/2053,EUR,150000,150030,405,150435,,variable,fixed,LIBOR,0.03,7/26/2019,416.6666667,,non-performing,95,Not in MARP,,LIBOR,8/30/2019
,ZLP27634,Broker,2/2/2014,Ireland,,Mortage,Loan,Linear,2/20/2045,2/25/2045,EUR,136000,129200,786.08,129986.08,,fixed,fixed,,0.03,7/26/2019,377.7777778,,non-performing,97,Not in MARP,,,8/30/2019
,ZLP27635,Branch,2/3/2014,Ireland,,Mortage,Loan,Linear,2/21/2045,2/26/2045,EUR,156333.3333,140700,781.6666667,141481.6667,,fixed,fixed,,0.03,7/26/2019,434.2592593,,non-performing,93,Not in MARP,,,8/30/2019
,ZLP27636,Branch,2/4/2014,Ireland,,Mortage,Loan,Linear,2/22/2045,2/27/2045,EUR,161904.7619,158666.6667,27.52380952,158694.1905,,mixed,fixed,,0.03,7/26/2019,449.7354497,,non-performing,400,Not in MARP,5 years fixed then variable,,8/30/2019
,ZLP27637,Web,2/5/2014,Ireland,,Mortage,Loan,Linear,2/23/2045,2/28/2045,EUR,167476.1905,159102.381,837.3809524,159939.7619,,fixed,fixed,,0.03,7/26/2019,465.2116402,,non-performing,90,Not in MARP,,,8/30/2019
,ZLP27638,Broker,2/6/2014,Ireland,,Mortage,Loan,Linear,2/24/2045,3/1/2045,EUR,173047.619,164395.2381,865.2380952,165260.4762,,fixed,fixed,,0.03,7/26/2019,480.6878307,,non-performing,91,Not in MARP,,,8/30/2019
,ZLP27639,Branch,2/7/2014,Ireland,,Mortage,Loan,Linear,2/25/2045,3/2/2045,EUR,178619.0476,169688.0952,446.547619,170134.6429,,fixed,fixed,,0.03,7/26/2019,496.1640212,,non-performing,95,Not in MARP,,,8/30/2019
,ZLP27640,Web,2/8/2014,Ireland,,Mortage,Loan,Linear,2/26/2045,2/25/2051,EUR,184190.4762,174980.9524,497.3142857,175478.2667,,fixed,fixed,,0.03,7/26/2019,511.6402116,,non-performing,97,Not in MARP,,,8/30/2019
,ZLP27641,Broker,2/9/2014,Ireland,,Mortage,Loan,Linear,2/27/2045,2/26/2050,EUR,189761.9048,170785.7143,1096.82381,171882.5381,,fixed,fixed,,0.03,7/26/2019,527.1164021,,non-performing,93,Not in MARP,,,8/30/2019
,ZLP27642,Branch,2/10/2014,Ireland,,Mortage,Loan,Linear,2/28/2045,2/27/2050,EUR,195333.3333,191426.6667,976.6666667,192403.3333,,fixed,fixed,,0.03,7/26/2019,542.5925926,,non-performing,260,Not in MARP,,,8/30/2019
,ZLP27643,Branch,2/11/2014,Ireland,,Mortage,Loan,Linear,3/1/2045,2/28/2050,EUR,200000,190000,540,190540,,mixed,fixed,,0.03,7/26/2019,555.5555556,,non-performing,90,Not in MARP,5 years fixed then variable,,8/30/2019
,ZLP27644,Web,2/12/2014,Ireland,,Mortage,Loan,Linear,3/2/2045,3/1/2050,EUR,150000,135000,867,135867,,fixed,fixed,,0.03,7/26/2019,416.6666667,,non-performing,91,ARA,,,8/30/2019
,ZLP27645,Broker,2/13/2014,Ireland,,Mortage,Loan,Linear,3/3/2045,3/2/2050,EUR,100000,98000,500,98500,,fixed,fixed,,0.03,7/26/2019,277.7777778,,non-performing,95,Exited MARP,,,8/30/2019
,ZLP27646,Branch,2/14/2014,Ireland,,Mortage,Loan,Linear,3/4/2045,3/2/2053,EUR,85000,80750,14.45,80764.45,,fixed,fixed,,0.03,7/26/2019,236.1111111,,non-performing,97,Not in MARP,,,8/30/2019
,ZLP27647,Web,2/15/2014,Ireland,,Mortage,Loan,Linear,3/5/2045,3/10/2045,EUR,200000,190000,34,190034,,mixed,fixed,,0.03,7/26/2019,555.5555556,,non-performing,93,ARA,5 years fixed then variable,,8/30/2019
,ZLP27648,Broker,2/16/2014,Ireland,,Mortage,Loan,Linear,3/6/2045,3/11/2045,EUR,150000,150030,25.5,150055.5,,fixed,fixed,,0.03,7/26/2019,0,,non-performing,90,ARA,,,8/30/2019
,ZLP27649,Branch,2/17/2014,Ireland,,Mortage,Loan,Linear,3/7/2045,3/12/2045,EUR,136000,129200,340,129540,,fixed,fixed,,0.03,7/26/2019,377.7777778,,non-performing,92,ARA,,,8/30/2019
,ZLP27650,Branch,2/18/2014,Ireland,,Mortage,Loan,Linear,3/8/2045,3/13/2045,EUR,132714.2857,119442.8571,358.3285714,119801.1857,,fixed,fixed,,0.03,7/26/2019,368.6507937,,non-performing,91,Not in MARP,,,8/30/2019
,ZLP27651,Web,2/19/2014,Ireland,,Mortage,Loan,Linear,3/9/2045,3/14/2045,EUR,129428.5714,126840,748.0971429,127588.0971,,fixed,fixed,,0.03,7/26/2019,359.5238095,,non-performing,95,Not in MARP,,,8/30/2019
,ZLP27652,Broker,2/20/2014,Ireland,,Mortage,Loan,Linear,5/23/2045,5/28/2045,EUR,126142.8571,119835.7143,630.7142857,120466.4286,,fixed,fixed,,0.03,7/26/2019,350.3968254,,non-performing,97,Not in MARP,,,8/30/2019
,ZLP27653,Branch,2/21/2014,Ireland,,Mortage,Loan,Linear,5/24/2045,5/23/2051,EUR,122857.1429,116714.2857,20.88571429,116735.1714,,fixed,fixed,,0.03,7/26/2019,341.2698413,,non-performing,93,Not in MARP,,,8/30/2019
,ZLP27654,Web,2/22/2014,Ireland,,Mortage,Loan,Linear,5/25/2045,5/24/2050,EUR,119571.4286,113592.8571,597.8571429,114190.7143,,fixed,fixed,,0.03,7/26/2019,332.1428571,,non-performing,90,Not in MARP,,,8/30/2019
,ZLP27655,Broker,2/23/2014,Ireland,,Mortage,Loan,Linear,5/26/2045,5/25/2050,EUR,116285.7143,110471.4286,581.4285714,111052.8571,,fixed,fixed,,0.03,7/26/2019,323.015873,,non-performing,92,Not in MARP,,,8/30/2019
,ZLP27656,Branch,2/24/2014,Ireland,,Mortage,Loan,Linear,5/27/2045,5/26/2050,EUR,200000,180000,500,180500,,fixed,fixed,,0.03,7/23/2019,555.5555556,,non-performing,180,Not in MARP,,,8/30/2019
,ZLP27657,Branch,2/25/2014,Ireland,,Mortage,Loan,Linear,5/28/2045,5/27/2050,EUR,150000,147000,405,147405,,fixed,fixed,,0.03,7/26/2019,416.6666667,,non-performing,170,Not in MARP,,,8/30/2019
,ZLP27658,Web,2/26/2014,Ireland,,Mortage,Loan,Linear,5/29/2045,5/28/2050,EUR,100000,95000,578,95578,,fixed,fixed,,0.03,7/26/2019,200,,non-performing,213,Not in MARP,,,8/30/2019
,ZLP27659,Broker,2/27/2014,Ireland,,Mortage,Loan,Linear,5/30/2045,5/28/2053,EUR,85000,76500,425,76925,,fixed,fixed,,0.03,7/26/2019,236.1111111,,non-performing,280,Not in MARP,,,8/30/2019
,ZLP27660,Branch,2/28/2014,Ireland,,Mortage,Loan,Linear,5/31/2045,6/5/2045,EUR,200000,196000,540,196540,,fixed,fixed,,0.03,7/26/2019,555.5555556,,non-performing,90,Not in MARP,,,8/30/2019
,ZLP27661,Web,3/1/2014,Ireland,,Mortage,Loan,Linear,6/1/2045,6/6/2045,EUR,150000,142500,867,143367,,mixed,fixed,,0.03,7/26/2019,416.6666667,,non-performing,91,Not in MARP,5 years fixed then variable,,8/30/2019
,ZLP27662,Broker,3/2/2014,Ireland,,Mortage,Loan,Linear,6/2/2045,6/7/2045,EUR,136000,129200,680,129880,,variable,fixed,LIBOR,0.03,7/26/2019,377.7777778,,non-performing,95,Not in MARP,,LIBOR,8/30/2019
,ZLP27663,Branch,3/3/2014,Ireland,,Mortage,Loan,Linear,6/3/2045,6/8/2045,EUR,132714.2857,132740.8286,22.56142857,132763.39,,fixed,fixed,,0.03,7/26/2019,368.6507937,,non-performing,97,Not in MARP,,,8/30/2019
,ZLP27664,Branch,3/4/2014,Ireland,,Mortage,Loan,Linear,6/4/2045,6/9/2045,EUR,129428.5714,122957.1429,22.00285714,122979.1457,,fixed,fixed,,0.03,7/26/2019,359.5238095,,non-performing,93,ARA,,,8/30/2019
,ZLP27665,Web,3/5/2014,Ireland,,Mortage,Loan,Linear,6/5/2045,6/10/2045,EUR,126142.8571,113528.5714,21.44428571,113550.0157,,mixed,fixed,,0.03,7/26/2019,350.3968254,,non-performing,213,Exited MARP,5 years fixed then variable,,8/30/2019
,ZLP27666,Broker,3/6/2014,Ireland,,Mortage,Loan,Linear,6/6/2045,6/5/2051,EUR,122857.1429,120400,307.1428571,120707.1429,,fixed,fixed,,0.03,7/26/2019,0,,non-performing,350,Not in MARP,,,8/30/2019
,ZLP27667,Branch,3/7/2014,Ireland,,Mortage,Loan,Linear,6/7/2045,6/6/2050,EUR,119571.4286,113592.8571,322.8428571,113915.7,,fixed,fixed,,0.03,7/26/2019,332.1428571,,non-performing,90,ARA,,,8/30/2019
,ZLP27668,Web,3/8/2014,Ireland,,Mortage,Loan,Linear,6/8/2045,6/7/2050,EUR,116285.7143,110471.4286,672.1314286,111143.56,,fixed,fixed,,0.03,7/26/2019,323.015873,,non-performing,91,ARA,,,8/30/2019
,ZLP27669,Broker,3/9/2014,Ireland,,Mortage,Loan,Linear,6/9/2045,6/8/2050,EUR,150000,142500,750,143250,,fixed,fixed,,0.03,7/22/2019,416.6666667,,non-performing,95,ARA,,,8/30/2019
,ZLP27670,Branch,3/10/2014,Ireland,,Mortage,Loan,Linear,6/10/2045,6/9/2050,EUR,100000,95000,17,95017,,fixed,fixed,,0.03,7/26/2019,277.7777778,,non-performing,97,Not in MARP,,,8/30/2019
,ZLP27671,Branch,3/11/2014,Ireland,,Mortage,Loan,Linear,6/11/2045,6/10/2050,EUR,85000,76500,425,76925,,fixed,fixed,,0.03,7/26/2019,236.1111111,,non-performing,93,Not in MARP,,,8/30/2019
,ZLP27672,Web,3/12/2014,Ireland,,Mortage,Loan,Linear,6/12/2045,6/10/2053,EUR,200000,196000,1000,197000,,mixed,fixed,,0.03,7/26/2019,555.5555556,,non-performing,270,Not in MARP,5 years fixed then variable,,8/30/2019
,ZLP27673,Broker,3/13/2014,Ireland,,Mortage,Loan,Linear,6/13/2045,6/18/2045,EUR,150000,142500,375,142875,,fixed,fixed,,0.03,7/26/2019,416.6666667,,non-performing,90,Not in MARP,,,8/30/2019
,ZLP27674,Branch,3/14/2014,Ireland,,Mortage,Loan,Linear,6/14/2045,6/19/2045,EUR,136000,122400,367.2,122767.2,,fixed,fixed,,0.03,7/26/2019,377.7777778,,non-performing,91,Not in MARP,,,8/30/2019
,ZLP27675,Web,3/15/2014,Ireland,,Mortage,Loan,Linear,6/15/2045,6/20/2045,EUR,156333.3333,153206.6667,903.6066667,154110.2733,,fixed,fixed,,0.03,7/26/2019,434.2592593,,non-performing,95,Not in MARP,,,8/30/2019
,ZLP27676,Broker,3/16/2014,Ireland,,Mortage,Loan,Linear,6/16/2045,6/21/2045,EUR,161904.7619,153809.5238,809.5238095,154619.0476,,mixed,fixed,,0.03,7/26/2019,449.7354497,,non-performing,97,Not in MARP,5 years fixed then variable,,8/30/2019
,ZLP27677,Branch,3/17/2014,Ireland,,Mortage,Loan,Linear,6/17/2045,6/22/2045,EUR,167476.1905,159102.381,452.1857143,159554.5667,,fixed,fixed,,0.03,7/26/2019,465.2116402,,non-performing,93,Not in MARP,,,8/30/2019
,ZLP27678,Branch,3/18/2014,Ireland,,Mortage,Loan,Linear,6/18/2045,6/23/2045,EUR,173047.619,173082.2286,1000.215238,174082.4438,,fixed,fixed,,0.03,7/26/2019,480.6878307,,non-performing,200,Not in MARP,,,8/30/2019
,ZLP27679,Web,3/19/2014,Ireland,,Mortage,Loan,Linear,6/19/2045,6/18/2051,EUR,178619.0476,169688.0952,893.0952381,170581.1905,,fixed,fixed,,0.03,7/26/2019,496.1640212,,non-performing,90,Not in MARP,,,8/30/2019
,ZLP27680,Broker,3/20/2014,Ireland,,Mortage,Loan,Linear,6/20/2045,6/19/2050,EUR,184190.4762,165771.4286,31.31238095,165802.741,,fixed,fixed,,0.03,7/26/2019,0,,non-performing,400,Not in MARP,,,8/30/2019
,ZLP27681,Branch,3/21/2014,Ireland,,Mortage,Loan,Linear,6/21/2045,6/20/2050,EUR,189761.9048,185966.6667,32.25952381,185998.9262,,fixed,fixed,,0.03,7/26/2019,527.1164021,,non-performing,95,Not in MARP,,,8/30/2019
,ZLP27682,Web,3/22/2014,Ireland,,Mortage,Loan,Linear,4/12/2045,4/11/2050,EUR,195333.3333,185566.6667,33.20666667,185599.8733,,fixed,fixed,,0.03,7/23/2019,542.5925926,,non-performing,97,Not in MARP,,,8/30/2019
,ZLP27683,Broker,3/23/2014,Ireland,,Mortage,Loan,Linear,4/13/2045,4/12/2050,EUR,200000,190000,500,190500,,fixed,fixed,,0.03,7/26/2019,555.5555556,,non-performing,93,Not in MARP,,,8/30/2019
,ZLP27684,Branch,3/24/2014,Ireland,,Mortage,Loan,Linear,4/14/2045,4/13/2050,EUR,150000,142500,405,142905,,fixed,fixed,,0.03,7/26/2019,416.6666667,,non-performing,20,ARA,,,8/30/2019
,ZLP27685,Branch,3/25/2014,Ireland,,Mortage,Loan,Linear,4/15/2045,4/13/2053,EUR,100000,95000,578,95578,,fixed,fixed,,0.03,7/26/2019,277.7777778,,non-performing,90,Exited MARP,,,8/30/2019
,ZLP27686,Web,3/26/2014,Ireland,,Mortage,Loan,Linear,4/16/2045,4/21/2045,EUR,85000,76500,425,76925,,fixed,fixed,,0.03,7/26/2019,236.1111111,,non-performing,92,Not in MARP,,,8/30/2019
,ZLP27687,Broker,3/27/2014,Ireland,,Mortage,Loan,Linear,4/17/2045,4/22/2045,EUR,200000,196000,34,196034,,fixed,fixed,,0.03,7/26/2019,555.5555556,,non-performing,180,ARA,,,8/30/2019
,ZLP27688,Branch,3/28/2014,Ireland,,Mortage,Loan,Linear,4/18/2045,4/23/2045,EUR,150000,142500,750,143250,,fixed,fixed,,0.03,7/26/2019,416.6666667,,non-performing,170,ARA,,,8/30/2019
,ZLP27689,Web,3/29/2014,Ireland,,Mortage,Loan,Linear,4/19/2045,4/24/2045,EUR,136000,122400,680,123080,,fixed,fixed,,0.03,7/26/2019,377.7777778,,non-performing,213,ARA,,,8/30/2019
,ZLP27690,Broker,3/30/2014,Ireland,,Mortage,Loan,Linear,4/20/2045,4/25/2045,EUR,132714.2857,130060,331.7857143,130391.7857,,mixed,fixed,,0.03,7/26/2019,368.6507937,,non-performing,200,Not in MARP,5 years fixed then variable,,8/30/2019
,ZLP27691,Branch,3/31/2014,Ireland,,Mortage,Loan,Linear,4/21/2045,4/26/2045,EUR,129428.5714,122957.1429,349.4571429,123306.6,,variable,fixed,LIBOR,0.03,7/26/2019,359.5238095,,non-performing,90,Not in MARP,,LIBOR,8/30/2019
,ZLP27692,Branch,4/1/2014,Ireland,,Mortage,Loan,Linear,4/22/2045,4/21/2051,EUR,126142.8571,119835.7143,729.1057143,120564.82,,fixed,fixed,,0.03,7/26/2019,350.3968254,,non-performing,91,Not in MARP,,,8/30/2019
,ZLP27693,Web,4/2/2014,Ireland,,Mortage,Loan,Linear,4/23/2045,4/22/2050,EUR,122857.1429,122881.7143,614.2857143,123496,,fixed,fixed,,0.03,7/26/2019,341.2698413,,non-performing,93,Not in MARP,,,8/30/2019
,ZLP27694,Broker,4/3/2014,Ireland,,Mortage,Loan,Linear,4/24/2045,4/23/2050,EUR,119571.4286,113592.8571,322.8428571,113915.7,,mixed,fixed,,0.03,7/26/2019,332.1428571,,non-performing,200,Not in MARP,5 years fixed then variable,,8/30/2019
,ZLP27695,Branch,4/4/2014,Ireland,,Mortage,Loan,Linear,4/25/2045,4/24/2050,EUR,116285.7143,104657.1429,672.1314286,105329.2743,,fixed,fixed,,0.03,7/29/2019,323.015873,,non-performing,90,Not in MARP,,,8/30/2019
,ZLP27696,Web,4/5/2014,Ireland,,Mortage,Loan,Linear,4/26/2045,4/25/2050,EUR,200000,196000,1000,197000,,fixed,fixed,,0.03,7/26/2019,555.5555556,,non-performing,91,Not in MARP,,,8/30/2019
,ZLP27697,Broker,4/6/2014,Ireland,,Mortage,Loan,Linear,4/27/2045,4/26/2050,EUR,150000,142500,25.5,142525.5,,fixed,fixed,,0.03,7/26/2019,416.6666667,,non-performing,95,Not in MARP,,,8/30/2019
,ZLP27698,Branch,4/7/2014,Ireland,,Mortage,Loan,Linear,4/28/2045,4/26/2053,EUR,100000,95000,17,95017,,fixed,fixed,,0.03,7/26/2019,277.7777778,,non-performing,97,Not in MARP,,,8/30/2019
,ZLP27699,Branch,4/8/2014,Ireland,,Mortage,Loan,Linear,4/29/2045,5/4/2045,EUR,85000,80750,14.45,80764.45,,fixed,fixed,,0.03,7/26/2019,236.1111111,,non-performing,93,Not in MARP,,,8/30/2019
,ZLP27700,Web,4/9/2014,Ireland,,Mortage,Loan,Linear,4/30/2045,5/5/2045,EUR,200000,190000,500,190500,,fixed,fixed,,0.03,7/26/2019,555.5555556,,non-performing,190,Not in MARP,,,8/30/2019
,ZLP27701,Broker,4/10/2014,Ireland,,Mortage,Loan,Linear,5/1/2045,5/6/2045,EUR,150000,135000,405,135405,,mixed,fixed,,0.03,7/26/2019,416.6666667,,non-performing,90,Not in MARP,5 years fixed then variable,,8/30/2019
,ZLP27702,Branch,4/11/2014,Ireland,,Mortage,Loan,Linear,5/2/2045,5/7/2045,EUR,136000,133280,786.08,134066.08,,fixed,fixed,,0.03,7/26/2019,377.7777778,,non-performing,91,Not in MARP,,,8/30/2019
,ZLP27703,Web,4/12/2014,Ireland,,Mortage,Loan,Linear,5/3/2045,5/8/2045,EUR,132714.2857,126078.5714,663.5714286,126742.1429,,fixed,fixed,,0.03,7/26/2019,368.6507937,,non-performing,95,Not in MARP,,,8/30/2019
,ZLP27704,Broker,4/13/2014,Ireland,,Mortage,Loan,Linear,5/4/2045,5/9/2045,EUR,129428.5714,116485.7143,22.00285714,116507.7171,,fixed,fixed,,0.03,7/26/2019,359.5238095,,non-performing,97,ARA,,,8/30/2019
,ZLP27705,Branch,4/14/2014,Ireland,,Mortage,Loan,Linear,5/5/2045,5/4/2051,EUR,126142.8571,123620,630.7142857,124250.7143,,mixed,fixed,,0.03,7/26/2019,350.3968254,,non-performing,93,Exited MARP,5 years fixed then variable,,8/30/2019
,ZLP27706,Branch,4/15/2014,Ireland,,Mortage,Loan,Linear,5/6/2045,5/5/2050,EUR,122857.1429,116714.2857,614.2857143,117328.5714,,fixed,fixed,,0.03,7/26/2019,0,,non-performing,320,Not in MARP,,,8/30/2019
,ZLP27707,Web,4/16/2014,Ireland,,Mortage,Loan,Linear,5/7/2045,5/6/2050,EUR,119571.4286,113592.8571,298.9285714,113891.7857,,fixed,fixed,,0.03,7/26/2019,332.1428571,,non-performing,90,ARA,,,8/30/2019
,ZLP27708,Broker,4/17/2014,Ireland,,Mortage,Loan,Linear,5/8/2045,5/7/2050,EUR,116285.7143,116308.9714,313.9714286,116622.9429,,fixed,fixed,,0.03,7/23/2019,323.015873,,non-performing,91,ARA,,,8/30/2019
,ZLP27709,Branch,4/18/2014,Ireland,,Mortage,Loan,Linear,5/9/2045,5/8/2050,EUR,150000,142500,867,143367,,fixed,fixed,,0.03,7/26/2019,416.6666667,,non-performing,95,ARA,,,8/30/2019
,ZLP27710,Web,4/19/2014,Ireland,,Mortage,Loan,Linear,5/10/2045,5/9/2050,EUR,100000,90000,500,90500,,fixed,fixed,,0.03,7/26/2019,277.7777778,,non-performing,97,Not in MARP,,,8/30/2019
,ZLP27711,Broker,4/20/2014,Ireland,,Mortage,Loan,Linear,5/11/2045,5/9/2053,EUR,85000,83300,229.5,83529.5,,fixed,fixed,,0.03,7/26/2019,236.1111111,,non-performing,93,Not in MARP,,,8/30/2019
,ZLP27712,Branch,4/21/2014,Ireland,,Mortage,Loan,Linear,5/12/2045,5/17/2045,EUR,200000,190000,1156,191156,,fixed,fixed,,0.03,7/26/2019,689.6551724,,non-performing,90,Not in MARP,,,8/30/2019
,ZLP27713,Branch,4/22/2014,Ireland,,Mortage,Loan,Linear,5/13/2045,5/18/2045,EUR,150000,142500,750,143250,,fixed,fixed,,0.03,7/26/2019,0,,non-performing,92,Not in MARP,,,8/30/2019
,ZLP27714,Web,4/23/2014,Ireland,,Mortage,Loan,Linear,5/14/2045,5/19/2045,EUR,136000,129200,23.12,129223.12,,fixed,fixed,,0.03,7/26/2019,377.7777778,,non-performing,300,Not in MARP,,,8/30/2019
,ZLP27715,Broker,4/24/2014,Ireland,,Mortage,Loan,Linear,5/15/2045,5/20/2045,EUR,156333.3333,148516.6667,26.57666667,148543.2433,,fixed,fixed,,0.03,7/26/2019,434.2592593,,non-performing,90,Not in MARP,,,8/30/2019
