COMPANY NAME,INDUSTRY,ADDRESS,CITY,STATE,ZIP,COUNTY,number,WEBSITE URL,CEO,CONTACT TITLE,NUMBER OF EMPLOYEES,EMPLOYEE SIZE,SALES,SALES RANGE,SIC CODE,SIC DESCRIPTION,NAICS CODE,LATITUDE,LONGITUDE
Time Warner Inc. New Common Stock,Legal,732 North Arrowhead Avenue,San Bernardino,CA,92401,San Bernardino,214-808-1368,robertgrantlaw.com,Robert Grant,Owner,,4-Jan,,"$100,000 - $500,000",8111,Legal Services,541110,34.11217,117.2941
"Ternium S.A. Ternium S.A. American Depositary Shares (each representing ten shares, USD1.00 par value)",Other Business Services,1445 E. Juana,San Leandro,CA,94577,Alameda,918-354-9027,ghaspwaterdamagerestoration.com/mold-testing/ca/mold-inspection-in-san-leandro-ca/,Terrence Gentry,,,4-Jan,,Unknown,,"Business Services, NEC",,37.73013,122.13419
"TherapeuticsMD, Inc. Common Stock",Legal,471 Yale Avenue,Claremont,CA,91711,Los Angeles,918-354-9028,paulbrisson.com,Paul Brisson,,,4-Jan,,Unknown,,Legal Services,,34.09795,117.71832
Textron Inc. Common Stock,Professional Services,2878 North Naomi St,Burbank,CA,91504,Los Angeles,918-354-9029,aetlab.com,Cyrus Razmara,Executive Director,35,,5005000,,8734,Testing Laboratories,541380,34.20341,118.34037
Textura Corporation Common Stock,Professional Services,32021 Hilltop Boulevard # D,Running Springs,CA,92382,San Bernardino,214-808-1416,brsltd.org,Victor Cintron,CEO,,4-Jan,,Unknown,8734,Testing Laboratories,541380,34.2055,117.10638
Tri Continental Corporation Common Stock,Advertising & Marketing,2874 F St,Eureka,CA,95501,Humboldt,214-808-1417,coxrasmussen.com,Alicia Cox,Owner,5,,1045000,,7311,Advertising Agencies,541810,40.7867,124.16408
Tri Continental Corporation Preferred Stock,Professional Services,5347 Betsy Ross Drive,Santa Clara,CA,95054,Santa Clara,214-808-1418,promo-line.com,Aldad Matityahu,Owner,50,,10500000,,8743,Public Relations Services,237130,37.407408,121.4852396
Direxion Daily 20 Year Treasury Bear 1X Shares,Insurance,699 University Avenue,Sacramento,CA,95825,Sacramento,214-808-1419,perryfn.com,Jeff Perry,President,10,,1960000,,6411,"Insurance Agents, Brokers, and Service",524210,38.567162,121.4908653
Tyco International plc (Ireland) Ordinary Share,Other Business Services,14044 Jamboree Road,Irvine,CA,92606,Orange,682-632-6010,irvinecompany.com,,,,4-Jan,,$500.000 - $999.1043,7361,Employment Agencies,561311,33.2447642,117.6302216
Direxion Daily 10,Other Business Services,4614 Eucalyptus Avenue,Chino,CA,91710,San Bernardino,214-808-1333,rainchainsworld.com,Junelia Dicousta,,,4-Jan,,Unknown,,"Business Services, NEC",,33.2474639,117.6374736
Tortoise Energy Infrastructure Corporation Common Stock,Other Business Services,355 California St # 400,San Francisco,CA,94104,San Francisco,214-808-1334,jmoorepartners.com,James A Moore,,,4-Jan,,"$100,000 - $500,044",7389,"Business Services, NEC",522320,37.79316,122.400182
Tortoise Energy Infrastructure Corporation Mandatory Red Pfd Ser B,Professional Services,3696 Viaduct Lujosa,Escondido,CA,92025,San Diego,918-354-9117,resourcetrends.com,John Ruetten,,1,,135000,,8748,"Business Consulting Services, NEC",541910,33.07042,117.04794
Tortoise Energy Infrastructure Corporation Series C Mandatory Redeemable Preferred Shares,Real Estate,374 Pythian Road,Santa Rosa,CA,95409,Sonoma,918-354-9118,torvickrealestate.com,Kathy Torvick,President,2,,268000,,6531,Real Estate Agents and Managers,531210,38.43048,122.58249
"Tyler Technologies, Inc. Common Stock",Legal,144 West San Fernando St # 300,San Jose,CA,95113,Santa Clara,918-354-9119,zilkakotab.com,Dominic Kotab,,2,,334000,,8111,Legal Services,541110,37.18227608,121.843872
Direxion Daily 7 10 Year Treasury Bear 1X Shares,Legal,15744 Winchester Boulevard,Los Gatos,CA,95030,Santa Clara,918-354-9120,receiversinc.com,Gregory Sterling,Owner,2,,334000,,8111,Legal Services,541110,37.18434361,121.852449
Direxion Daily 10,Other Business Services,4544 Woodman Ave. Suite A,Sherman Oaks,CA,91423,Los Angeles,918-354-9121,ziegelgroup.com,Ziegel Group,,,4-Jan,,Unknown,,"Business Services, NEC",,34.1530902,118.4308673
ProShares CDS North American HY Credit ETF,Other Business Services,292 Rickenbacker Circle,Livermore,CA,94551,Alameda,214-808-1516,clarkpest.com,Dave Erichsen,,,4-Jan,,Unknown,7342,Disinfecting and Pest Control Services,561710,37.691886,121.80421
Direxion Small Cap Bear 3X Shares,Legal,8955 Research Drive,Irvine,CA,92618,Orange,214-808-1517,shimokaji.com,Michael Shimokaji,Owner,,4-Jan,,$500.000 - $999.1043,8111,Legal Services,541110,33.64311,117.73817
"Bear Stearns Depositor, Inc. Pfd Stk TRUCs Srs 2001",Professional Services,4314 North Blackstone Avenue # 110,Fresno,CA,93726,Fresno,214-808-1518,chcfresno.org,John Shore,Executive Director,,4-Jan,,"$1,000,000 - $2,500,044",8748,"Business Consulting Services, NEC",531390,36.79533,119.790456
"Under Armour, Inc. Class A Common Stock",Other Business Services,27744 Medical Center Road,Mission Viejo,CA,92691,Orange,214-808-1519,mission4health.com,Richard Kozak,,2000,,212000000,,7389,"Business Services, NEC",561499,33.56228,117.6717
E,Professional Services,13745 Riverside Drive # 604,Sherman Oaks,CA,91423,Los Angeles,214-808-1520,levineandassociates.com,Larry Levine,Owner,2,,420000,,8743,Public Relations Services,541820,34.15771,118.431343
United Continental Holdings,Printing & Publishing,12444 High Bluff Drive # 100,San Diego,CA,92130,San Diego,214-808-1521,amnhealthcare.com,Susan Salka,CEO,1700,,705843000,,7363,Help Supply Services,561330,32.94507,117.24102
Universal American Corporation New Common Stock,Legal,3463 West Shaw Avenue,Fresno,CA,93711,Fresno,918-354-8941,gltlaw.com,Gerald Lee Tahajian,,9,,1503000,,8111,Legal Services,541110,36.80857,119.85462
United States Antimony Corporation Common Stock,Professional Services,"1074 15th Street, Suite 100",Sacramento,CA,95814,Sacramento,214-808-1303,adt.com,Florene Barefield,,,4-Jan,,Unknown,,"Business Consulting Services, NEC",,33.75782937,117.131
"CVR Partners, LP Common Units representing Limited Partner Interests",Other Business Services,745 First Ave.,Sunnyvale,CA,94089,Santa Clara,682-632-6010,justmyweight.com,Craig Depew,,,4-Jan,,Unknown,,"Business Services, NEC",,37.1403913,122.01861
Urstadt Biddle Properties Inc. Common Stock,Other Business Services,969 Blcaom Hill Road # 1525,San Jose,CA,95123,Santa Clara,214-808-1525,ethanallen.com,Richard Bloomfield,,20,,6120000,,7389,"Business Services, NEC",541410,37.1420338,121.862922
E,Transportation & Shipping,2602 Merced Avenue,South El Monte,CA,91733,Los Angeles,214-808-1526,vulcan.com,Joe Garbiero,Owner,,4-Jan,,"$1,000,000 - $2,500,000",3592,"Carburetors, Pistons, Piston Rings, and Valves",332710,34.05933,118.05125
E,Other Business Services,953 North Sepulveda Boulevard,El Segundo,CA,90245,Los Angeles,214-808-1527,loanapp.com,Monica Lezama,,,4-Jan,0,"$1,000,000 - $2,500,000",7389,"Business Services, NEC",561499,33.930105,118.39625
E,Legal,444 South Hope St # 1060,Los Angeles,CA,90071,Los Angeles,214-808-1528,omm.com,Gina Marie Durham,,1500,,0,"$100,000 - $500,044",8111,Legal Services,541110,34.052214,118.253655
E,Printing & Publishing,9884 Sixth St.,Rancho Cucamonga,CA,91730,San Bernardino,214-808-1529,safariprinting.com,Shelley Drummond,,2,,414000,,,Printing and Writing Paper,,34.0859906,117.4976629
Urstadt Biddle Properties Inc. Common Stock,Legal,Po Box 1944,Redlands,CA,92373,San Bernardino,214-808-1530,waynejohnsonlaw.com,Wayne Johnson,Owner,2,,334000,,8111,Legal Services,541110,34.03424,117.5033851
Urstadt Biddle Properties Inc. Pfd Ser F,Legal,204 West Santa Clara St # 1050,San Jose,CA,95113,Santa Clara,512-343-4583,businessandtechnologylawgroup.com,Stephen Hollman,,6,,1002000,,8111,Legal Services,541110,37.33537,121.89348
Urstadt Biddle Properties Inc. Preferred Stock Series G 6.75%,Other Business Services,"1085 n ogden dr #1, West Holly",Lee Vining,CA,93541,Mono,512-343-4584,laxlegacylimo.com/,Mehdi Nadifi,,,4-Jan,,Unknown,,"Business Services, NEC",,38.0407608,119.1445993
ProShares Ultra MSCI Brazil Capped,Other Business Services,455 Lewis Rd. #190,San Jose,CA,95111,Santa Clara,682-632-6010,quantumleapdatarecovery.com/california/data-recovery-in-san-jose-ca/,Amal Monroe,,,4-Jan,,Unknown,,"Business Services, NEC",,37.29762,121.84213
UBS Group AG Registered Ordinary Shares,Professional Services,5674 Cerritos Avenue,Cypress,CA,90630,Orange,512-343-4586,wcct.com,Kenneth Kim,,,4-Jan,,"$100,000 - $500,000",8731,Commercial Physical and Biological Research,541712,33.810137,118.034058
UBS AG Trust Preferred Securities,Other Business Services,3460 Lancashire Lane,Modesto,CA,95350,Stanislaus,512-343-4587,homereportcardinspections.com,Bob Holmes,President,1,,219000,,7389,"Business Services, NEC",531390,37.687097,120.985592
ProShares Ultra 20+ Year Treasury,Transportation & Shipping,7175 Mirabel Road,Forestville,CA,95436,Sonoma,682-632-6010,rruwater.com,Hal Wood,Owner,9,,2322000,,3713,Truck and Bus Bodies,221310,38.47518,122.4019855
ProShares Ultra Consumer Services,Other Business Services,3863 23rd St,San Francisco,CA,94114,San Francisco,512-343-4589,apieceofpeace.com,Margaret Belton,,,4-Jan,,"$100,000 - $500,000",7389,"Business Services, NEC",812199,37.753268,122.4066552
ProShares Ultra Bloomberg Commodity,Legal,20794 Ventura Boulevard # 400,Woodland Hills,CA,91364,Los Angeles,512-343-4590,lmwslaw.com,Robert Sherwin,Partner,75,,12525000,,8111,Legal Services,541110,34.166545,118.585351
E,Insurance,14495 Chambers Road Ste 130,Tustin,CA,92780,Orange,682-632-6010,insuremegary.com,Gary Bernat,,,4-Jan,,Unknown,,"Insurance Agents, Brokers, and Service",,33.72242,117.80791
ProShares Ultra Bloomberg Crude Oil,Professional Services,1171 11th St # 310,Sacramento,CA,95814,Sacramento,512-343-4548,theboveecompany.com,John Bovee,Owner,8,,1680000,,8742,Management Consulting Services,541820,38.578582,121.492699
"UCP, Inc. Class A Common Stock",Legal,579 Anton Boulevard # 810,Costa Mesa,CA,92626,Orange,214-808-1409,lawfriend.com,Noel Torgerson,,,4-Jan,,"$100,000 - $500,044",8111,Legal Services,541110,33.69048,117.87729
PowerShares DB USD Index Bearish,Professional Services,13305 Moorpark Street Suite 201,Sherman Oaks,CA,91423,Los Angeles,214-808-1410,hadassteincpa.com,Hadas Stein,,4,,1876000,,,"Accounting, Auditing, and Bookkeeping Services",,34.1503,118.422
"PowerShares DB 3X Short US Dollar Index Futures ETN due October 31, 2020",Advertising & Marketing,8698 Washington Boulevard,Culver City,CA,90232,Los Angeles,214-808-1411,haleymiranda.com,Jed West,Owner,10,,2090000,,7311,Advertising Agencies,541810,34.02997,118.38266
ProShares UltraPro Dow30,Professional Services,,San Diego,CA,92121,San Diego,682-632-6010,wilsonarchitecture.com,Timothy Wilson,,1,,207000,,8712,Architectural Services,541310,,
"UDR, Inc. Common Stock",Printing & Publishing,738 South Oxford Avenue,Los Angeles,CA,90005,Los Angeles,214-808-1457,calbook.org,Mary Menzel,Other,,4-Jan,,Unknown,5192,"Books, Periodicals, and Newspapers",813319,34.06004,118.30777
Urban Edge Properties Common Shares of Beneficial Interest When Issued,Professional Services,3358 Capobella,Aliso Viejo,CA,92656,Orange,214-808-1458,yeseverestcs.com,Diane L Smith,,,4-Jan,,Unknown,8742,Management Consulting Services,999990,33.5953,117.7375
Uranium Energy Corp. Common Stock,Legal,399 South Grand Avenue # 2900,Los Angeles,CA,90071,Los Angeles,214-808-1459,reedsmith.com,Junga Kim,,200,,33400000,,8111,Legal Services,541110,34.052313,118.252032
"Unifi, Inc. New Common Stock",Legal,599 California St,San Francisco,CA,94104,San Francisco,214-808-1460,ltws.com,Wayne H Gilbert,,4,,668000,,8111,Legal Services,541110,37.792755,122.40326
Domtar Corporation (NEW) Common Stock,Insurance,2284 East Plaza Boulevard # L,National City,CA,91950,San Diego,682-632-6010,farmersagent.com/tbundalian,Teresita Bundalian,Manager,4,,784000,,6411,"Insurance Agents, Brokers, and Service",524210,32.67912,117.08227
United States Gasoline Fund LP,Other Business Services,3369 Longview Drive,Sacramento,CA,95821,Sacramento,512-343-4677,local.terminix.com,,,,4-Jan,,Unknown,7342,Disinfecting and Pest Control Services,561710,38.643443,121.386616
VelocityShares 3X Long Natural Gas ETN linked to the S&P GSCI Natural Gas Index Excess Return,Other Business Services,799 East Nees Avenue Unit 27156,Fresno,CA,93729,,512-343-4678,levelupcareers.com,,,,4-Jan,,"$100,000 - $500,044",7361,Employment Agencies,541612,36.8525,119.77175
ProShares Ultra Consumer Goods,Other Business Services,645 East Holt Boulevard,Ontario,CA,91764,San Bernardino,512-343-4679,acesmogcheck.com,Smog Ontario,,3,,324000,,,"Business Services, NEC",,34.06365,117.6042099
UGI Corporation Common Stock,Legal,"7744 Irvine Center Drive, Suite 955",Irvine,CA,92618,Orange,512-343-4680,habbaspilaw.com/city/orange-county/,Samer Habbas,,3,,510000,,,Legal Services,,33.659139,117.6110686
ProShares Ultra Gold,Legal,363 North Main St # B,Fort Bragg,CA,95437,Mendocino,682-632-6010,fortbragglaw.com,Ryan F Perkins,Partner,2,,334000,,8111,Legal Services,541110,39.44511,123.80649
Ultrapar Participacoes S.A. (New) American Depositary Shares (Each representing one Common Share),Printing & Publishing,144 S. CITRUS SUITE 204,Covina,CA,91723,Los Angeles,512-343-4550,rochaarts.com,ROCHA ARTS,,,4-Jan,,Unknown,,Miscellaneous Publishing,,34.0902,117.89063
United States Diesel Heating Oil Fund LP,Real Estate,2219 North Calif Boulevard # 300,Walnut Creek,CA,94596,Contra Costa,682-632-6010,cbre.com,Trevor Thorpe,,,4-Jan,,Unknown,6531,Real Estate Agents and Managers,531210,37.90987,122.06585
"Universal Health Services, Inc. Common Stock",Legal,"9040 Miramar Rd, Ste 220",San Diego,CA,92126,San Diego,214-808-1293,aimeemorris.com,Aimee Morris,,,4-Jan,,Unknown,,Legal Services,,32.8940773,117.1364981
Universal Health Realty Income Trust Common Stock,Professional Services,1525 Ford St # 201,Redlands,CA,92373,San Bernardino,214-808-1294,caeap.com,Robert Bruner,President,7,,574000,,8748,"Business Consulting Services, NEC",624190,34.03772,117.1380492
UIL Holdings Corporation Common Stock,Professional Services,3522 Buskirk Avenue # 215,Pleasant Hill,CA,94523,Contra Costa,214-808-1237,mazeassociates.com,Tim Kirsch,,38,,3230000,,8721,"Accounting, Auditing, and Bookkeeping Services",541219,37.941563,122.05752
Unisys Corporation New Common Stock,Professional Services,28257 Foxlane Drive,Canyon Country,CA,91351,Los Angeles,214-808-1238,svsmusicproductions.com,Scott V Smith,,,4-Jan,,"$50,000 - $100,044",8748,"Business Consulting Services, NEC",541618,34.434418,118.467081
ProShares Ultra High Yield ETF,Legal,2269 East Bayshore Road # 200,Palo Alto,CA,94303,San Mateo,214-808-1239,williamclewis.com,William Lewis,Owner,4,,668000,,8111,Legal Services,541110,37.450345,122.123141
Unilever PLC Common Stock,Professional Services,1587 West Grand Avenue,Grover Beach,CA,93433,San Luis Obispo,918-354-9030,cashamerica.com,Dan Hutton,,,4-Jan,,$500.000 - $999.1043,8742,Management Consulting Services,522320,35.12159,120.61278
ProShares Ultra Euro,Professional Services,3569 Mount Diablo Boulevard 12,Lafayette,CA,94549,Contra Costa,918-354-9031,maryfurlong.com,Mary Furlong,,,4-Jan,,"$100,000 - $500,000",8742,Management Consulting Services,541613,37.7964816,122.6814378
SPDR SSgA Ultra Short Term Bond ETF,Legal,264 Bush St # 1611,San Francisco,CA,94104,San Francisco,918-354-9032,toothattorney.com,James Davis,,7,,1169000,,8111,Legal Services,541110,37.806546,122.6893165
United Microelectronics Corporation (NEW) Common Stock,Insurance,6309 Greenwich Drive # 250,San Diego,CA,92122,San Diego,214-808-1420,hpis.biz,Wayne Washkowiak,Chief Executive Officer,4,,784000,,6411,"Insurance Agents, Brokers, and Service",524210,32.8549,117.18531
UltraPro MidCap400,Professional Services,13066 Woodcock Avenue,Sylmar,CA,91342,Los Angeles,214-808-1421,arpnetworks.com,,,,4-Jan,,"$100,000 - $500,000",8712,Architectural Services,541310,34.306101,118.455615
"UMH Properties, Inc. Common Stock",Insurance,3214 Crow Canyon Place # 120,San Ramon,CA,94583,Contra Costa,214-808-1422,farmersagent.com/jcarlson46,Jason Carlson,Owner,,4-Jan,,"$100,000 - $500,000",6411,"Insurance Agents, Brokers, and Service",524210,37.777049,121.972477
"UMH Properties, Inc. 8.25% Series A Cumulative Redeemable Preferred Stock, Liquidation Preference $25 per share",Real Estate,917 Stevens Avenue,Solana Beach,CA,92075,San Diego,214-808-1423,equityapartments.com,James Peterson,Manager,4,,792000,,6513,Operators of Apartment Buildings,531110,32.98405,117.2598
ProShares Ultra MSCI Mexico Capped IMI,Professional Services,5194 Candlewood St # 9g,Lakewood,CA,90712,Los Angeles,682-632-6011,driverstuwilliams.com,Kyle Driver,,,4-Jan,,"$100,000 - $500,000",8721,"Accounting, Auditing, and Bookkeeping Services",541211,33.853562,118.133016
Unilever NV Common Stock,Professional Services,2249 Coy Avenue,Bakersfield,CA,93307,Kern,214-808-1335,krazan.com,Dean Alexander,President,6,,1056000,,8748,"Business Consulting Services, NEC",541711,35.323275,118.99972
Unifirst Corporation Common Stock,Other Business Services,6790 Greenleaf Ave,Whittier,CA,90601,Los Angeles,214-808-1336,locksmith-los-alamitos.com,,,,4-Jan,,Unknown,,"Business Services, NEC",,33.9795028,118.0370973
United States Natural Gas Fund LP,Real Estate,2845 Camino Del Rio South # 301,San Diego,CA,92108,San Diego,918-354-9122,heffins.com,Shawn Heffernan,Owner,,4-Jan,,Unknown,6512,Operators of Nonresidential Buildings,523930,32.770955,117.134077
UnitedHealth Group Incorporated Common Stock,Legal,1324 South Victoria Avenue # 125,Ventura,CA,93003,Ventura,918-354-9123,venturadui.com,Steven Powell,Partner,3,,501000,,8111,Legal Services,541110,34.26349,119.21227
United States 12 Month Natural Gas Fund,Real Estate,4155 Viaduct Marina,Marina Del Rey,CA,90292,Los Angeles,918-354-9124,oakwood.com,Oakwood Kornblugh,Manager,70,,13860000,,6513,Operators of Apartment Buildings,531210,33.982562,118.461123
Unum Group Common Stock,Professional Services,1045 Bridgeway # 431,Sausalito,CA,94965,Marin,918-354-9125,unspoken.com,Steven Lee Ulrich,,2,,460000,,8742,Management Consulting Services,541611,37.69445869,122.3868899
Union Pacific Corporation Common Stock,Other Business Services,1904 El  Camino Real #55,Burlingame,CA,94010,San Mateo,918-354-9126,abcservicesssf.com,Claudia Giraldo,,,4-Jan,,Unknown,,"Business Services, NEC",,37.70244782,122.3913413
Unit Corporation Common Stock,Printing & Publishing,9844 Baseline Road,Alta Loma,CA,91701,San Bernardino,214-808-1522,dmjsystems.com,DAVID JOHNS,,,4-Jan,,"$100,000 - $500,044",,"Commercial Printing, Lithographic",,34.1227035,117.5903737
Ultra Petroleum Corp. Common Stock,Professional Services,1774 Highway 89,Tahoe City,CA,96145,Placer,214-808-1523,sierrasheetmetalandheating.com,Jim Casey,Owner,9,,1431000,,8748,"Business Consulting Services, NEC",541330,39.17451,120.15628
