Amount Requested,Application Date,Loan Title,Risk_Score,Debt-To-Income Ratio,Zip Code,State,Employment Length,Policy Code
25000,2019-01-02,Debt consolidation,,59.87%,773xx,TX,< 1 year,0
10000,2019-01-02,Debt consolidation,,2.73%,018xx,MA,< 1 year,0
6000,2019-01-02,Debt consolidation,,15.26%,750xx,TX,< 1 year,0
6000,2019-01-02,Other,,0%,806xx,CO,< 1 year,0
2000,2019-01-02,Other,636,0.75%,376xx,TN,< 1 year,0
15000,2019-01-02,Debt consolidation,,47.38%,135xx,NY,< 1 year,0
3000,2019-01-02,Debt consolidation,,28.93%,961xx,CA,< 1 year,0
22000,2019-01-02,Debt consolidation,,100%,946xx,CA,< 1 year,0
10000,2019-01-02,Credit card refinancing,,10.11%,982xx,WA,< 1 year,0
39275,2019-01-02,Car financing,,100%,324xx,FL,7 years,0
15500,2019-01-02,Home buying,,10.5%,160xx,PA,< 1 year,0
10000,2019-01-02,Debt consolidation,,12.02%,294xx,SC,< 1 year,0
40000,2019-01-02,Debt consolidation,,100%,275xx,NC,< 1 year,0
5000,2019-01-02,Moving and relocation,,0.57%,937xx,CA,< 1 year,0
10000,2019-01-02,Home buying,,10.88%,380xx,TN,< 1 year,0
1000,2019-01-02,Other,,42.48%,392xx,MS,4 years,0
10000,2019-01-02,Credit card refinancing,,23.1%,925xx,CA,< 1 year,0
4000,2019-01-02,Other,,1.57%,190xx,PA,< 1 year,0
5575,2019-01-02,Debt consolidation,,100%,325xx,FL,< 1 year,0
3000,2019-01-02,Other,,0%,212xx,MD,n/a,0
5000,2019-01-02,Medical expenses,,3.49%,940xx,CA,< 1 year,0
4000,2019-01-02,Debt consolidation,,90.14%,232xx,VA,< 1 year,0
1000,2019-01-02,Other,613,0%,996xx,AK,5 years,0
1000,2019-01-02,Major purchase,,44.02%,441xx,OH,< 1 year,0
3000,2019-01-02,Debt consolidation,,100%,534xx,WI,< 1 year,0
8500,2019-01-02,Debt consolidation,,48.4%,321xx,FL,< 1 year,0
10000,2019-01-02,Debt consolidation,,2.95%,014xx,MA,< 1 year,0
1000,2019-01-02,Debt consolidation,,27.82%,463xx,IN,1 year,0
2000,2019-01-02,Other,,6.19%,275xx,NC,< 1 year,0
30000,2019-01-02,Debt consolidation,,31.59%,781xx,TX,< 1 year,0
40000,2019-01-02,Debt consolidation,,29.52%,985xx,WA,< 1 year,0
1000,2019-01-02,Other,,37.26%,470xx,IN,< 1 year,0
1500,2019-01-02,Other,,32.57%,761xx,TX,< 1 year,0
20000,2019-01-02,Debt consolidation,726,100%,189xx,PA,< 1 year,0
4000,2019-01-02,Medical expenses,,16%,921xx,CA,< 1 year,0
10000,2019-01-02,Home buying,,1.92%,557xx,MN,< 1 year,0
15000,2019-01-02,Debt consolidation,,16.57%,543xx,WI,< 1 year,0
3000,2019-01-02,Debt consolidation,,3.38%,660xx,KS,< 1 year,0
2000,2019-01-02,Debt consolidation,,12.5%,970xx,OR,< 1 year,0
25000,2019-01-02,Debt consolidation,,24.98%,967xx,HI,< 1 year,0
4000,2019-01-02,Credit card refinancing,,21.34%,480xx,MI,< 1 year,0
1000,2019-01-02,Other,,1.42%,390xx,MS,3 years,0
40000,2019-01-02,Other,,23.22%,983xx,WA,< 1 year,0
11000,2019-01-02,Debt consolidation,,44.64%,231xx,VA,< 1 year,0
22000,2019-01-02,Other,,3.79%,104xx,NY,< 1 year,0
1000,2019-01-02,Debt consolidation,,3.43%,328xx,FL,< 1 year,0
25000,2019-01-02,Debt consolidation,,18.45%,144xx,NY,< 1 year,0
25000,2019-01-02,Debt consolidation,,43.78%,117xx,NY,< 1 year,0
10000,2019-01-02,Home buying,,76.52%,675xx,KS,< 1 year,0
35000,2019-01-02,Home buying,,36.84%,483xx,MI,< 1 year,0
1000,2019-01-02,Car financing,,18.72%,103xx,NY,< 1 year,0
2000,2019-01-02,Major purchase,,0.9%,920xx,CA,< 1 year,0
1000,2019-01-02,Credit card refinancing,,29.94%,401xx,KY,< 1 year,0
8000,2019-01-02,Debt consolidation,,17.15%,482xx,MI,< 1 year,0
40000,2019-01-02,Debt consolidation,,10.48%,265xx,WV,< 1 year,0
25500,2019-01-02,Debt consolidation,,25.85%,785xx,TX,< 1 year,0
10000,2019-01-02,Credit card refinancing,,20.1%,278xx,NC,< 1 year,0
20000,2019-01-02,Credit card refinancing,,37.72%,391xx,MS,< 1 year,0
18000,2019-01-02,Major purchase,,6.6%,010xx,MA,< 1 year,0
15000,2019-01-02,Debt consolidation,,9.68%,283xx,NC,< 1 year,0
7000,2019-01-02,Other,,9999%,170xx,PA,< 1 year,0
10000,2019-01-02,Debt consolidation,,4.99%,446xx,OH,< 1 year,0
3500,2019-01-02,Credit card refinancing,,17.1%,470xx,IN,< 1 year,0
40000,2019-01-02,Debt consolidation,,44.42%,273xx,NC,< 1 year,0
25000,2019-01-02,Credit card refinancing,,24.06%,371xx,TN,< 1 year,0
25000,2019-01-02,Debt consolidation,,69.29%,770xx,TX,< 1 year,0
5000,2019-01-02,Major purchase,,2.48%,331xx,FL,< 1 year,0
10000,2019-01-02,Credit card refinancing,,32.56%,594xx,MT,< 1 year,0
10000,2019-01-02,Home buying,,28.78%,284xx,NC,< 1 year,0
2000,2019-01-02,Other,767,51.86%,274xx,NC,< 1 year,0
20000,2019-01-02,Debt consolidation,,24.67%,606xx,IL,< 1 year,0
6000,2019-01-02,Debt consolidation,,4.46%,063xx,CT,< 1 year,0
15000,2019-01-02,Credit card refinancing,,33.04%,918xx,CA,< 1 year,0
15000,2019-01-02,Debt consolidation,,7.22%,234xx,VA,< 1 year,0
21500,2019-01-02,Home buying,,1.95%,113xx,NY,< 1 year,0
16500,2019-01-02,Debt consolidation,,72.77%,580xx,ND,< 1 year,0
5000,2019-01-02,Debt consolidation,,9.4%,490xx,MI,< 1 year,0
1000,2019-01-02,Debt consolidation,,24.37%,301xx,GA,< 1 year,0
2100,2019-01-02,Other,,19.1%,711xx,LA,< 1 year,0
17050,2019-01-02,Car financing,,100%,700xx,LA,4 years,0
14500,2019-01-02,Credit card refinancing,,100%,926xx,CA,< 1 year,0
40000,2019-01-02,Debt consolidation,,20.86%,923xx,CA,< 1 year,0
40000,2019-01-02,Debt consolidation,,15.83%,100xx,NY,< 1 year,0
10000,2019-01-02,Debt consolidation,,100%,114xx,NY,< 1 year,0
1000,2019-01-02,Other,,28.52%,069xx,CT,5 years,0
3500,2019-01-02,Other,,16.88%,373xx,TN,< 1 year,0
10000,2019-01-02,Home buying,,11.96%,300xx,GA,< 1 year,0
32000,2019-01-02,Major purchase,,9.62%,065xx,CT,< 1 year,0
1000,2019-01-02,Other,501,8.26%,763xx,TX,5 years,0
20000,2019-01-02,Debt consolidation,,23%,916xx,CA,< 1 year,0
1000,2019-01-02,Credit card refinancing,,9.6%,751xx,TX,< 1 year,0
25000,2019-01-02,Debt consolidation,,48.86%,161xx,PA,< 1 year,0
10000,2019-01-02,Other,,30.4%,484xx,MI,< 1 year,0
2600,2019-01-02,Car financing,,1.67%,640xx,MO,n/a,0
14000,2019-01-02,Major purchase,,31.84%,174xx,PA,< 1 year,0
12000,2019-01-02,Debt consolidation,,48.24%,781xx,TX,< 1 year,0
20000,2019-01-02,Credit card refinancing,,11.42%,021xx,MA,< 1 year,0
10000,2019-01-02,Debt consolidation,,24.22%,629xx,IL,< 1 year,0
15000,2019-01-02,Credit card refinancing,,22.31%,981xx,WA,< 1 year,0
5000,2019-01-02,Credit card refinancing,,90.34%,780xx,TX,< 1 year,0
17000,2019-01-02,Debt consolidation,,12.32%,405xx,KY,< 1 year,0
15000,2019-01-02,Debt consolidation,,30.13%,441xx,OH,< 1 year,0
1000,2019-01-02,Other,,25.44%,130xx,NY,< 1 year,0
5000,2019-01-02,Home buying,,2.28%,018xx,MA,< 1 year,0
11000,2019-01-02,Home buying,,4.7%,386xx,MS,< 1 year,0
16000,2019-01-02,Debt consolidation,,14.04%,874xx,NM,< 1 year,0
20500,2019-01-02,Debt consolidation,,44.8%,360xx,AL,< 1 year,0
12000,2019-01-02,Debt consolidation,,9.8%,581xx,ND,< 1 year,0
15000,2019-01-02,Debt consolidation,,25.89%,802xx,CO,< 1 year,0
8000,2019-01-02,Home improvement,,100%,323xx,FL,< 1 year,0
14000,2019-01-02,Debt consolidation,,19.4%,841xx,UT,< 1 year,0
6000,2019-01-02,Debt consolidation,,17.77%,705xx,LA,< 1 year,0
35000,2019-01-02,Debt consolidation,,33.99%,479xx,IN,< 1 year,0
6000,2019-01-02,Other,,4.8%,481xx,MI,< 1 year,0
15000,2019-01-02,Credit card refinancing,,48.99%,255xx,WV,< 1 year,0
2000,2019-01-02,Debt consolidation,,21.4%,420xx,KY,n/a,0
40000,2019-01-02,Debt consolidation,,48.39%,186xx,PA,< 1 year,0
36000,2019-01-02,Home improvement,,16.45%,455xx,OH,< 1 year,0
5000,2019-01-02,Credit card refinancing,,39.35%,860xx,AZ,< 1 year,0
7500,2019-01-02,Credit card refinancing,,52.64%,157xx,PA,< 1 year,0
5000,2019-01-02,Medical expenses,637,100%,857xx,AZ,< 1 year,0
15000,2019-01-02,Credit card refinancing,,11.56%,801xx,CO,< 1 year,0
1000,2019-01-02,Debt consolidation,,53.7%,958xx,CA,1 year,0
5000,2019-01-02,Other,,8.64%,080xx,NJ,< 1 year,0
3000,2019-01-02,Other,,100%,028xx,RI,< 1 year,0
1000,2019-01-02,Car financing,652,6.32%,765xx,TX,< 1 year,0
8500,2019-01-02,Debt consolidation,,15.8%,351xx,AL,< 1 year,0
40000,2019-01-02,Other,779,100%,216xx,MD,< 1 year,0
5000,2019-01-02,Debt consolidation,,100%,667xx,KS,< 1 year,0
2500,2019-01-02,Other,,65.27%,231xx,VA,4 years,0
7000,2019-01-02,Debt consolidation,,16.95%,352xx,AL,< 1 year,0
5000,2019-01-02,Debt consolidation,,9.69%,950xx,CA,< 1 year,0
8000,2019-01-02,Moving and relocation,,25%,300xx,GA,< 1 year,0
1000,2019-01-02,Other,,18.92%,218xx,MD,1 year,0
25000,2019-01-02,Home buying,,33.24%,065xx,CT,n/a,0
20000,2019-01-02,Debt consolidation,,21.63%,711xx,LA,5 years,0
15000,2019-01-02,Other,,19.32%,785xx,TX,< 1 year,0
5000,2019-01-02,Car financing,,0%,902xx,CA,< 1 year,0
18000,2019-01-02,Debt consolidation,,35.71%,174xx,PA,< 1 year,0
30000,2019-01-02,Other,,32.57%,030xx,NH,< 1 year,0
20500,2019-01-02,Other,,1.2%,115xx,NY,< 1 year,0
7000,2019-01-02,Credit card refinancing,,41.17%,782xx,TX,< 1 year,0
12000,2019-01-02,Debt consolidation,,32.01%,917xx,CA,< 1 year,0
10000,2019-01-02,Credit card refinancing,,23.28%,320xx,FL,< 1 year,0
10000,2019-01-02,Credit card refinancing,,7.72%,766xx,TX,< 1 year,0
12000,2019-01-02,Credit card refinancing,,18.7%,922xx,CA,< 1 year,0
40000,2019-01-02,Credit card refinancing,902,19.66%,037xx,NH,< 1 year,0
28350,2019-01-02,Credit card refinancing,,27.51%,441xx,OH,< 1 year,0
29000,2019-01-02,Other,,37.26%,923xx,CA,< 1 year,0
15000,2019-01-02,Debt consolidation,,22.14%,283xx,NC,10+ years,2
9000,2019-01-02,Debt consolidation,,78.21%,756xx,TX,n/a,0
1000,2019-01-02,Credit card refinancing,,17.36%,113xx,NY,< 1 year,0
11800,2019-01-02,Car financing,,100%,780xx,TX,10+ years,0
10000,2019-01-02,Other,,0%,153xx,PA,< 1 year,0
6000,2019-01-02,Debt consolidation,,32.12%,326xx,FL,< 1 year,0
1000,2019-01-02,Other,,3.43%,331xx,FL,< 1 year,0
5500,2019-01-02,Credit card refinancing,,22.27%,814xx,CO,< 1 year,0
10000,2019-01-02,Debt consolidation,,0.75%,762xx,TX,< 1 year,0
25500,2019-01-02,Home buying,,13.66%,890xx,NV,< 1 year,0
15000,2019-01-02,Debt consolidation,,27.46%,951xx,CA,< 1 year,0
15000,2019-01-02,Debt consolidation,,18.24%,972xx,OR,< 1 year,0
35000,2019-01-02,Credit card refinancing,,25.17%,600xx,IL,< 1 year,0
13000,2019-01-02,Other,,24.39%,787xx,TX,< 1 year,0
40000,2019-01-02,Credit card refinancing,,97.13%,534xx,WI,< 1 year,0
30000,2019-01-02,Major purchase,,14.27%,890xx,NV,< 1 year,0
20000,2019-01-02,Debt consolidation,,24.67%,606xx,IL,< 1 year,0
1000,2019-01-02,Other,,18.1%,395xx,MS,5 years,0
30000,2019-01-02,Other,,5.74%,600xx,IL,< 1 year,0
35000,2019-01-02,Debt consolidation,,31.22%,700xx,LA,< 1 year,0
10000,2019-01-02,Credit card refinancing,,14.26%,776xx,TX,< 1 year,0
20000,2019-01-02,Debt consolidation,,100%,466xx,IN,< 1 year,0
8000,2019-01-02,Debt consolidation,,36.1%,344xx,FL,< 1 year,0
25000,2019-01-02,Debt consolidation,,48.37%,331xx,FL,< 1 year,0
40000,2019-01-02,Credit card refinancing,,11.33%,852xx,AZ,< 1 year,0
15000,2019-01-02,Credit card refinancing,,100%,310xx,GA,< 1 year,0
8000,2019-01-02,Car financing,,7.88%,640xx,MO,n/a,0
6000,2019-01-02,Debt consolidation,,57.2%,802xx,CO,< 1 year,0
1000,2019-01-02,Other,,37.49%,907xx,CA,5 years,0
6000,2019-01-02,Other,,0%,493xx,MI,< 1 year,0
15000,2019-01-02,Debt consolidation,,9.96%,014xx,MA,< 1 year,0
4000,2019-01-02,Other,,2.47%,223xx,VA,9 years,0
6000,2019-01-02,Debt consolidation,,48.6%,539xx,WI,n/a,0
20000,2019-01-02,Home buying,,5.95%,309xx,GA,< 1 year,0
20000,2019-01-02,Home buying,,19.58%,671xx,KS,< 1 year,0
10000,2019-01-02,Other,,30.13%,762xx,TX,< 1 year,0
7000,2019-01-02,Credit card refinancing,,23.86%,483xx,MI,< 1 year,0
4000,2019-01-02,Debt consolidation,,11.52%,746xx,OK,< 1 year,0
5500,2019-01-02,Debt consolidation,,25.54%,403xx,KY,< 1 year,0
4500,2019-01-02,Car financing,,6.88%,606xx,IL,< 1 year,0
15000,2019-01-02,Credit card refinancing,,29.11%,800xx,CO,< 1 year,0
7175,2019-01-02,Credit card refinancing,,20.38%,751xx,TX,< 1 year,0
29000,2019-01-02,Car financing,,100%,662xx,KS,< 1 year,0
13875,2019-01-02,Other,,5.13%,950xx,CA,< 1 year,0
15500,2019-01-02,Debt consolidation,,6.68%,656xx,MO,< 1 year,0
12000,2019-01-02,Debt consolidation,,45.49%,681xx,NE,< 1 year,0
1000,2019-01-02,Debt consolidation,,21.08%,563xx,MN,< 1 year,0
5000,2019-01-02,Debt consolidation,,100%,923xx,CA,< 1 year,0
1000,2019-01-02,Debt consolidation,,36.07%,238xx,VA,< 1 year,0
19000,2019-01-02,Debt consolidation,,17.22%,850xx,AZ,< 1 year,0
11675,2019-01-02,Credit card refinancing,,21.14%,662xx,KS,< 1 year,0
40000,2019-01-02,Debt consolidation,,79.38%,279xx,NC,< 1 year,0
1000,2019-01-02,Other,,43.95%,750xx,TX,5 years,0
30000,2019-01-02,Debt consolidation,,30.26%,430xx,OH,< 1 year,0
5000,2019-01-02,Credit card refinancing,,11.79%,775xx,TX,n/a,0
40000,2019-01-02,Credit card refinancing,,12.93%,958xx,CA,< 1 year,0
5000,2019-01-02,Other,,1.35%,794xx,TX,< 1 year,0
5000,2019-01-02,Major purchase,,10.38%,805xx,CO,< 1 year,0
28500,2019-01-02,Credit card refinancing,,15.04%,112xx,NY,< 1 year,0
1000,2019-01-02,Other,,100%,645xx,MO,3 years,0
20000,2019-01-02,Debt consolidation,,34.44%,601xx,IL,< 1 year,0
7500,2019-01-02,Debt consolidation,,17.43%,443xx,OH,< 1 year,0
1500,2019-01-02,Other,,4.81%,802xx,CO,< 1 year,0
10000,2019-01-02,Major purchase,,26.23%,436xx,OH,< 1 year,0
5200,2019-01-02,Business,,1.92%,286xx,NC,< 1 year,0
8000,2019-01-02,Other,,0%,452xx,OH,< 1 year,0
35000,2019-01-02,Debt consolidation,,23.1%,977xx,OR,< 1 year,0
20000,2019-01-02,Major purchase,,3.5%,283xx,NC,< 1 year,0
1000,2019-01-02,Other,,29.96%,347xx,FL,< 1 year,0
3000,2019-01-02,Other,,18.42%,968xx,HI,< 1 year,0
15000,2019-01-02,Credit card refinancing,,35.46%,371xx,TN,< 1 year,0
10000,2019-01-02,Major purchase,,26.55%,029xx,RI,< 1 year,0
40000,2019-01-02,Credit card refinancing,,15.83%,100xx,NY,< 1 year,0
10000,2019-01-02,Credit card refinancing,,21.24%,300xx,GA,< 1 year,0
2500,2019-01-02,Debt consolidation,,7.04%,328xx,FL,n/a,0
1000,2019-01-02,Debt consolidation,,37.85%,765xx,TX,< 1 year,0
3000,2019-01-02,Medical expenses,,29.07%,358xx,AL,< 1 year,0
15000,2019-01-02,Home buying,,17.6%,782xx,TX,< 1 year,0
2000,2019-01-02,Medical expenses,,23.02%,770xx,TX,< 1 year,0
2000,2019-01-02,Other,,10.23%,207xx,MD,< 1 year,0
2000,2019-01-02,Debt consolidation,,3747.46%,226xx,VA,< 1 year,0
5200,2019-01-02,Other,,14.34%,359xx,AL,< 1 year,0
25000,2019-01-02,Debt consolidation,,37.95%,270xx,NC,< 1 year,0
10000,2019-01-02,Debt consolidation,,9.72%,986xx,WA,< 1 year,0
14000,2019-01-02,Other,624,58.19%,328xx,FL,< 1 year,0
15000,2019-01-02,Debt consolidation,,31.44%,747xx,OK,< 1 year,0
20000,2019-01-02,Home improvement,,100%,741xx,MO,< 1 year,0
4000,2019-01-02,Home improvement,,5.25%,846xx,UT,< 1 year,0
40000,2019-01-02,Debt consolidation,,16.3%,171xx,PA,< 1 year,0
20000,2019-01-02,Debt consolidation,,18.89%,276xx,NC,< 1 year,0
10000,2019-01-02,Major purchase,,11.85%,852xx,AZ,< 1 year,0
25000,2019-01-02,Debt consolidation,,36.23%,802xx,CO,< 1 year,0
2500,2019-01-02,Debt consolidation,,7.4%,333xx,FL,n/a,0
40000,2019-01-02,Debt consolidation,,18.53%,489xx,MI,< 1 year,0
30000,2019-01-02,Debt consolidation,,27.72%,275xx,NC,< 1 year,0
40000,2019-01-02,Debt consolidation,,20.66%,913xx,CA,< 1 year,0
30000,2019-01-02,Debt consolidation,,13.41%,936xx,CA,< 1 year,0
1000,2019-01-02,Other,,8.43%,633xx,MO,1 year,0
40000,2019-01-02,Debt consolidation,695,32.81%,325xx,FL,< 1 year,0
1000,2019-01-02,Debt consolidation,,4.35%,744xx,OK,< 1 year,0
1000,2019-01-02,Debt consolidation,,100%,871xx,NM,5 years,0
5000,2019-01-02,Other,,0%,800xx,CO,< 1 year,0
30000,2019-01-02,Debt consolidation,,19.94%,452xx,OH,< 1 year,0
16000,2019-01-02,Debt consolidation,,18.84%,064xx,CT,< 1 year,0
10000,2019-01-02,Other,,9.95%,761xx,TX,< 1 year,0
10000,2019-01-02,Debt consolidation,,32%,104xx,NY,< 1 year,0
15000,2019-01-02,Debt consolidation,,7.85%,550xx,MN,< 1 year,0
1000,2019-01-02,Debt consolidation,,9.64%,570xx,SD,< 1 year,0
40000,2019-01-02,Major purchase,,7.23%,334xx,FL,< 1 year,0
14000,2019-01-02,Other,,9500%,811xx,CO,< 1 year,0
22000,2019-01-02,Credit card refinancing,,19.24%,027xx,MA,< 1 year,0
8000,2019-01-02,Credit card refinancing,,32.81%,920xx,CA,5 years,2
10000,2019-01-02,Other,,23.01%,180xx,PA,< 1 year,0
12000,2019-01-02,Major purchase,,2.76%,882xx,NM,< 1 year,0
2000,2019-01-02,Debt consolidation,,13.89%,741xx,OK,< 1 year,0
20000,2019-01-02,Debt consolidation,,43.36%,119xx,NY,< 1 year,0
30000,2019-01-02,Debt consolidation,,22.94%,812xx,CO,< 1 year,0
15000,2019-01-02,Debt consolidation,,20.39%,074xx,NJ,< 1 year,0
40000,2019-01-02,Debt consolidation,,15.18%,113xx,NY,< 1 year,0
2500,2019-01-02,Credit card refinancing,,5.25%,316xx,GA,< 1 year,0
5100,2019-01-02,Other,,100%,782xx,TX,< 1 year,0
20000,2019-01-02,Debt consolidation,,13.92%,631xx,MO,4 years,0
5000,2019-01-02,Credit card refinancing,,45.76%,970xx,OR,< 1 year,0
6000,2019-01-02,Debt consolidation,,22.79%,860xx,AZ,< 1 year,0
5000,2019-01-02,Home buying,,34.53%,490xx,MI,< 1 year,0
5000,2019-01-02,Moving and relocation,,24.96%,945xx,CA,< 1 year,0
8000,2019-01-02,Other,,23.84%,837xx,ID,< 1 year,0
19000,2019-01-02,Debt consolidation,,26.4%,657xx,MO,< 1 year,0
1000,2019-01-02,Other,,14.42%,945xx,CA,< 1 year,0
10500,2019-01-02,Other,,3.26%,604xx,IL,< 1 year,0
17000,2019-01-02,Debt consolidation,,40.59%,112xx,NY,< 1 year,0
5500,2019-01-02,Credit card refinancing,,24.03%,712xx,LA,< 1 year,0
40000,2019-01-02,Major purchase,,100%,150xx,PA,< 1 year,0
22500,2019-01-02,Credit card refinancing,,56.83%,706xx,LA,< 1 year,0
25000,2019-01-02,Debt consolidation,,46.24%,180xx,PA,< 1 year,0
20000,2019-01-02,Debt consolidation,,100%,891xx,NV,< 1 year,0
15000,2019-01-02,Major purchase,,12.37%,062xx,CT,< 1 year,0
2000,2019-01-02,Other,643,16.43%,838xx,ID,< 1 year,0
10000,2019-01-02,Credit card refinancing,,29.84%,088xx,NJ,< 1 year,0
15000,2019-01-02,Business,,100%,150xx,PA,< 1 year,0
10000,2019-01-02,Debt consolidation,,38.44%,816xx,CO,< 1 year,0
20000,2019-01-02,Home buying,,10.93%,335xx,FL,< 1 year,0
5000,2019-01-02,Debt consolidation,,27.63%,956xx,CA,< 1 year,0
4500,2019-01-02,Other,,1.29%,616xx,IL,< 1 year,0
3000,2019-01-02,Debt consolidation,,17.59%,995xx,AK,< 1 year,0
3500,2019-01-02,Other,,35.65%,559xx,MN,< 1 year,0
25000,2019-01-02,Debt consolidation,,17.79%,391xx,MS,< 1 year,0
1000,2019-01-02,Car financing,,16.46%,285xx,NC,< 1 year,0
5000,2019-01-02,Credit card refinancing,,21.43%,377xx,TN,< 1 year,0
10000,2019-01-02,Debt consolidation,,1.72%,070xx,NJ,< 1 year,0
11000,2019-01-02,Credit card refinancing,,11.69%,086xx,NJ,< 1 year,0
2500,2019-01-02,Debt consolidation,,19.92%,339xx,FL,< 1 year,0
20000,2019-01-02,Credit card refinancing,,25.19%,967xx,HI,4 years,2
40000,2019-01-02,Debt consolidation,,18.03%,760xx,TX,< 1 year,0
8000,2019-01-02,Major purchase,,30.68%,207xx,MD,< 1 year,0
10000,2019-01-02,Credit card refinancing,,33.87%,852xx,AZ,< 1 year,0
10000,2019-01-02,Credit card refinancing,,32.18%,293xx,SC,< 1 year,0
25000,2019-01-02,Credit card refinancing,,64.28%,630xx,MO,< 1 year,0
5500,2019-01-02,Credit card refinancing,,28.87%,232xx,VA,< 1 year,0
8000,2019-01-02,Debt consolidation,,14.71%,125xx,NY,< 1 year,0
4000,2019-01-02,Debt consolidation,,12.45%,168xx,PA,< 1 year,0
35000,2019-01-02,Other,,22.46%,331xx,FL,< 1 year,0
23500,2019-01-02,Other,,13.36%,482xx,MI,< 1 year,0
40000,2019-01-02,Debt consolidation,,28.85%,762xx,TX,< 1 year,0
10000,2019-01-02,Major purchase,,30.31%,174xx,PA,< 1 year,0
7000,2019-01-02,Other,631,8.32%,018xx,MA,< 1 year,0
20325,2019-01-02,Car financing,,100%,606xx,IL,n/a,0
15000,2019-01-02,Debt consolidation,,11.98%,346xx,FL,< 1 year,0
8000,2019-01-02,Credit card refinancing,,53.92%,705xx,LA,< 1 year,0
10000,2019-01-02,Debt consolidation,,11.69%,949xx,CA,< 1 year,0
7500,2019-01-02,Debt consolidation,,21.56%,287xx,NC,< 1 year,0
12500,2019-01-02,Car financing,,7.78%,750xx,TX,< 1 year,0
20000,2019-01-02,Debt consolidation,,23.44%,751xx,TX,< 1 year,0
10000,2019-01-02,Debt consolidation,,44.66%,917xx,CA,< 1 year,0
20000,2019-01-02,Debt consolidation,,19.41%,190xx,PA,n/a,0
15000,2019-01-02,Other,,0%,631xx,MO,< 1 year,0
10000,2019-01-02,Debt consolidation,,23.44%,853xx,AZ,< 1 year,0
10000,2019-01-02,Major purchase,,15.49%,981xx,WA,< 1 year,0
2500,2019-01-02,Other,,10.6%,770xx,TX,5 years,0
15100,2019-01-02,Other,703,23.4%,207xx,MD,< 1 year,0
6000,2019-01-02,Debt consolidation,,44.3%,810xx,CO,< 1 year,0
5000,2019-01-02,Debt consolidation,,19.8%,276xx,NC,< 1 year,0
25000,2019-01-02,Other,,22.43%,300xx,GA,< 1 year,0
35000,2019-01-02,Debt consolidation,,50.61%,386xx,MS,< 1 year,0
34000,2019-01-02,Debt consolidation,,9.08%,280xx,NC,n/a,0
4500,2019-01-02,Credit card refinancing,,10.11%,100xx,NY,< 1 year,0
2500,2019-01-02,Home buying,,19.68%,723xx,AZ,< 1 year,0
38500,2019-01-02,Credit card refinancing,,19.2%,080xx,NJ,< 1 year,0
32500,2019-01-02,Major purchase,,21.08%,808xx,CO,< 1 year,0
25000,2019-01-02,Home buying,582,1.32%,265xx,WV,< 1 year,0
6000,2019-01-02,Credit card refinancing,,12.89%,662xx,KS,n/a,0
40000,2019-01-02,Debt consolidation,,23.24%,432xx,OH,< 1 year,0
2500,2019-01-02,Debt consolidation,,8%,972xx,OR,1 year,0
5000,2019-01-02,Debt consolidation,,21.54%,172xx,PA,< 1 year,0
25000,2019-01-02,Debt consolidation,,12.26%,109xx,NY,< 1 year,0
3400,2019-01-02,Home improvement,,1.75%,295xx,SC,< 1 year,0
6000,2019-01-02,Other,,25.69%,546xx,WI,< 1 year,0
20000,2019-01-02,Debt consolidation,668,6.12%,774xx,TX,< 1 year,0
12000,2019-01-02,Business Loan,,-1%,185xx,PA,< 1 year,0
22000,2019-01-02,Car financing,,38.49%,917xx,CA,< 1 year,0
12000,2019-01-02,Debt consolidation,,19.5%,641xx,MO,< 1 year,0
6000,2019-01-02,Debt consolidation,,68.49%,799xx,TX,< 1 year,0
1000,2019-01-02,Debt consolidation,,1.5%,210xx,MD,< 1 year,0
10000,2019-01-02,Major purchase,,12.69%,207xx,MD,< 1 year,0
5000,2019-01-02,Debt consolidation,,1.73%,638xx,MO,< 1 year,0
20000,2019-01-02,Debt consolidation,,27.28%,791xx,TX,< 1 year,0
40000,2019-01-02,Debt consolidation,,53.04%,750xx,TX,< 1 year,0
5000,2019-01-02,Business,,5.33%,662xx,KS,< 1 year,0
10000,2019-01-02,Credit card refinancing,,18.54%,802xx,CO,4 years,0
3025,2019-01-02,Debt consolidation,,54.83%,398xx,GA,< 1 year,0
2500,2019-01-02,Home buying,,100%,850xx,AZ,< 1 year,0
6500,2019-01-02,Credit card refinancing,,21.32%,853xx,AZ,< 1 year,0
4000,2019-01-02,Medical expenses,,13.23%,380xx,TN,< 1 year,0
12500,2019-01-02,Car financing,,22.96%,452xx,OH,< 1 year,0
